X,Y,OBJECTID,STRUCT_NAM,TYPE,XFIELD,YFIELD,COMPKEY,UNITID,COMPTYPE
-76.126904373264153,36.797684804504833,27,FERRELL PW BRIDGES OVER PRINCESS ANNE RD,BRIDGE,12177692.9484,3458628.9782538,44839,08077,66
-75.963881657559341,36.783680242297748,28,DAM NECK (AT BASE),BRIDGE,12225547.2601,3454772.96132337,44791,08000,66
-76.127776869170418,36.789144169277058,29,LYNNHAVEN PW BRIDGE,BRIDGE,12177515.6894,3455514.02570068,44827,08063,66
-76.128865952484873,36.797294175859584,30,FERRELL PW BRIDGE OVER SALEM RD (EB),BRIDGE,12177122.3459,3458472.37071218,44841,08079,66
-76.17940470594047,36.903475458334995,31,DIAMOND SPRINGS RD (NB).,BRIDGE,12161378.7486,3496751.9986766,44761,01800,66
-76.179608283946777,36.903515523527872,32,DIAMOND SPRINGS RD (SB),BRIDGE,12161318.883,3496765.11836836,44767,01801,66
-76.144782696150983,36.897676340158831,33,INDEPENDENCE BLVD (SB),BRIDGE,12171551.6063,3494891.96128044,44780,01830,66
-76.129151900612882,36.903799690198213,34,NORTHAMPTON BL (SB),BRIDGE,12176064.9019,3497235.07704018,44777,01826,66
-76.092141203109293,36.907641911659937,35,LESNER BRIDGE (WB),BRIDGE,12186847.4445,3498907.3856415,44778,01827,66
-76.085333924396494,36.902656977331354,36,INLET RD,BRIDGE,12188883.5158,3497143.86972637,314496,08083,66
-76.067262372993738,36.903381698158931,37,N GREAT NECK RD (SB),BRIDGE,12194159.0584,3497543.2901907,44781,01873,66
-76.067485332152273,36.832079762591604,38,TWIN BRIDGES (SB),BRIDGE,12194762.7293,3471590.27368711,44823,08057,66
-76.128960852308126,36.797504685975518,39,FERRELL PW BRIDGE OVER SALEM RD (WB),BRIDGE,12177092.6428,3458548.29238721,44840,08078,66
-76.093882651067943,36.799137039405501,40,GREEN GARDEN CI BRIDGE WEST,BRIDGE,12187345.2253,3459402.26157437,44825,08061,66
-76.061027474728789,36.81571912947954,41,INTERNATIONAL PW (WB),BRIDGE,12196805.9984,3465684.36603181,99183,08084,66
-76.070758791250981,36.788323724643085,42,DAM NECK (WB),BRIDGE,12194214.9008,3455639.97958166,44838,08076,66
-75.972301337646982,36.831119390029812,43,RUDEE INLET (SB),BRIDGE,12222619.9799,3471972.51198448,44815,08031,66
-76.126401985949926,36.778112196947141,44,GLENWOOD,BRIDGE,12178019.1554,3451508.84224435,44818,08034,66
-76.084622646439357,36.607668636740691,45,BLACKWATER,BRIDGE,12191839.0485,3389783.45201729,44802,08012,66
-76.050277242298904,36.614719343550775,46,PUNGO FERRY,BRIDGE,12201850.6913,3392609.40688539,44814,08029,66
-76.075659388586772,36.581897177445477,47,MILL DAM CREEK,BRIDGE,12194710.1552,3380470.92216904,44803,08013,66
-76.016380892494311,36.649925968099737,48,NANNEYS CREEK,BRIDGE,12211458.9657,3405683.14797495,44795,08004,66
-75.983934693951184,36.679782428907458,49,BEGGARS BRIDGE,BRIDGE,12220684.7687,3416801.63342244,44798,08008,66
-76.03356476915755,36.721117323312484,50,SPEED FENTRESS,BRIDGE,12205742.3047,3431461.88833831,44794,08003,66
-76.041001770477763,36.695200581859417,51,W NECK CREEK,BRIDGE,12203809.0326,3421972.329384,44805,08017,66
-76.195597748031787,36.807377110571657,52,INDIAN RIVER RD OVER I-64 (EB),BRIDGE,12157499.3854,3461658.50406285,1264935,02602A,66
-76.195535051014829,36.807530927070346,53,INDIAN RIVER RD OVER I-64 (WB),BRIDGE,12157516.3684,3461714.93754671,1264936,02602B,66
-76.181952688310673,36.90656393848824,54,EASTERN SHORE RR OVERPASS,BRIDGE,12160606.3488,3497857.8276022,44773,01817,66
-76.194788527657565,36.813407208023499,55,PROVIDENCE RD OVER I64 (EB),BRIDGE,12157682.6214,3463859.09893103,1264933,02600,66
-76.194785870440924,36.813546497878207,56,PROVIDENCE RD OVER I64 (WB),BRIDGE,12157682.1607,3463909.81602063,1264934,02601,66
-76.039517592829952,36.843841032602079,57,LASKIN RD OVER I264,BRIDGE,12202833.7066,3476083.01927794,1264937,01853,66
-76.210438716026033,36.831940954409248,58,WAYSIDE BRIDGE (NBL),BRIDGE,12152938.8704,3470493.48421725,170479,01913,66
-76.210528880829415,36.831917316261361,59,WAYSIDE BRIDGE (SBL),BRIDGE,12152912.6983,3470484.24049529,170478,01914,66
-75.991908431467209,36.766512156729242,60,CULVER LANE BRIDGE,BRIDGE,12217508.4066,3448305.27386485,1283711,08090,66
-76.108897783531191,36.764786342424784,61,DAM NECK RD BRIDGE OVER CANAL 4,BRIDGE,12183266.9963,3446788.01861421,1714263,08091,66
-76.129069632000849,36.837554505709008,62,CONSTITUTION DR,BRIDGE,12176694.6272,3473124.41858508,1871559,08092,66
-75.984603277677834,36.859367486693863,63,PINEWOOD RD OVER LITTLE NECK CREEK,BRIDGE,12218746.8042,3482157.40341521,1941964,08093,66
-76.036025430790488,36.763088966063521,64,NIMMO PW OVER HUNT CLUB TRIBUTARY,BRIDGE,12204622.5336,3446719.09337782,1960072,01876,66
-76.044469898990087,36.762733061649584,65,NIMMO PW OVER WEST NECK CREEK,BRIDGE,12202153.0536,3446525.11131491,1960073,01875,66
-76.162921049871528,36.893186376066488,66,NORTHAMPTON BLVD.,CULV,12166289.7457,3493125.93093072,44762,0074A,66
-76.165512076815247,36.827476920679601,67,PRINCESS ANNE RD.,CULV,12166123.8199,3469190.68611636,44775,01820,66
-76.17164261060708,36.87404623865794,68,DIAMOND SPRINGS RD.,CULV,12163911.8965,3486096.39854702,44785,07414,66
-76.13720011834738,36.836395794494642,69,INDEPENDENCE BLVD.,CULV,12174326.5547,3472643.03268704,44788,07611,66
-76.125514084834933,36.836514167329767,70,BONNEY RD.,CULV,12177744.3519,3472771.91645952,44813,08028,66
-76.118061172554349,36.82119322755598,71,S. PLAZA TRAIL,CULV,12180065.5055,3467250.51382565,44789,07612,66
-76.084788050537668,36.798705279468017,72,HOLLAND RD.,CULV,12190011.251,3459313.10679446,44793,08002,66
-76.120682145736311,36.83217569758893,73,"MOUNT TRASHMORE, SOUTH BLVD",CULV,12179197.7915,3471228.44802344,44797,08006,66
-76.0483438486186,36.85144908033768,74,WOLFSNARE CREEK,CULV,12200179.8723,3478784.87125147,44807,08021,66
-76.166285665513712,36.842155169724123,75,GREENWICH RD.,CULV,12165765.3726,3474527.58119402,44820,08036,66
-76.163028120968562,36.798993267876448,76,INDIAN LAKES BLVD.,CULV,12167107.317,3458841.3891516,44832,08070,66
-76.069044124765895,36.907656951361226,77,LYNNHAVEN DR.,CULV,12193598.1778,3499085.91117979,44836,08074,66
-75.988006850558904,36.785684217656922,78,DAM NECK,CULV,12218465.1486,3455313.44026494,44845,71019,66
-76.168439576731672,36.907185082734294,79,LAKE SMITH,CULV,12164550.5671,3498181.19649763,44846,01815,66
-76.161327987428152,36.824088803494753,80,KEMPSVILLE RD.,CULV,12167378.6328,3467987.81097628,44771,01813,66
-75.984735483636499,36.731708873137812,81,LOTUS GARDEN CULVERT,CULV,12219946.3563,3435694.31846726,44783,07109,66
-76.139618811588619,36.860767083858121,82,BETTY JONES BOTTOM,CULV,12173397.1025,3481495.76778246,44784,07413,66
-76.06385718943335,36.897962445952444,83,BROCK COVE,CULV,12195205.2967,3495596.55094595,44786,07514,66
-76.135989415719806,36.836966504982378,84,BONNEY RD. AT INDEPENDENCE BLVD,CULV,12174675.557,3472859.62388572,44787,07610,66
-76.160541814230868,36.785373593630851,85,INDIAN RIVER RD.,CULV,12167957.9501,3453902.22627307,44796,08005,66
-76.111527122723402,36.757181394023306,86,SALEM RD.,CULV,12182567.0782,3444000.5633328,44809,08023,66
-76.087647276695932,36.797064240915788,87,LYNNHAVEN PKWY. AT GREEN RUN,CULV,12189189.6128,3458694.42171598,44819,08035,66
-76.047488348837547,36.853552565530975,88,WOLFSNARE RD.,CULV,12200410.2094,3479556.96060591,44828,08065,66
-76.16541196227179,36.820010510919289,89,LORD DUNMORE DR.,CULV,12166220.3322,3466473.83660035,44829,08067,66
-76.082439309107585,36.804368007593062,90,LYNNHAVEN PKWY.,CULV,12190645.942,3461391.7440589,44830,08068,66
-76.155489962160814,36.795339226668446,91,FERRELL PKWY.,CULV,12169346.8303,3457566.13996499,44834,08072,66
-76.092303287034326,36.808440772024511,92,HOLLAND RD.,CULV,12187721.1255,3462800.29489772,44844,71016,66
-76.154348446878146,36.868513397182795,93,WESLEYAN DR.,CULV,12169019.0783,3484207.81390882,44821,08037,66
-76.108304852324551,36.798593138620092,94,S. INDEPENDENCE BLVD.,CULV,12183128.8263,3459097.0049077,44790,07616,66
-76.043747071393398,36.7796924516065,95,LONDON BRIDGE RD.,CULV,12202204.0871,3452703.18416633,87096,08082,66
-76.126041573773108,36.772920181890903,96,WARE NECK,CULV,12178172.2099,3449621.76055681,44792,08001,66
-76.11698055226816,36.617486785107367,97,HEAD RIVER RD.,CULV,12182253.6958,3393115.60741393,44801,08011,66
-75.999365903596114,36.678680161493133,98,CHARITY NECK,CULV,12216171.6787,3416280.22880819,44764,00774,66
-75.99435310129148,36.710264059233275,99,MUDDY CREEK,CULV,12217336.0491,3427814.38833036,44763,00771,66
-75.988146799995292,36.709370926931143,100,BACKBAY MARINA,CULV,12219163.3721,3427537.66943473,44766,00778,66
-76.002522191839091,36.747018356662352,101,LAGO-MAR CULVERT,CULV,12214588.2278,3441127.94601371,44831,08069,66
-76.081039120345579,36.817279220261511,102,CLUB HOUSE RD CULVERT,CULV,12190935.3128,3466101.47523383,1280256,08087,66
-76.092600563816362,36.819490500351826,103,BOW CREEK AT PLAINSMAN TR,CULV,12187531.5419,3466819.8038614,1283710,08088,66
-76.085882669270958,36.816759363733226,104,BOW CREEK AT NORTHGATE DR,CULV,12189522.7788,3465875.975447,1283708,08089,66
