name,styleUrl,styleHash,description,lon,lat
Cemetery--Hollier,#icon-503-7CCFA9,42131318,History of Site from NASA:<br>http://crgis.ndc.nasa.gov/historic/Hollier/Poole_Plantation,-76.351578,37.093588
Cemetery--Hubbard,#icon-503-FFDD5E,542a2b8,,-76.298863,37.07161
Cemetery--Jack Routten,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2189499&CScntry=4&CSst=48&CScnty=2914&CSsr=21&,-76.297489,37.079831000000006
Cemetery--John Smith,#icon-503-FFDD5E,542a2b8,,-76.293504,37.090924
Cemetery--John Topping Family,#icon-503-FFDD5E,542a2b8,,-76.301859,37.077211
Cemetery--Latimer-Hickman,#icon-503-FFDD5E,542a2b8,,-76.305352,37.076391
Cemetery--Latimer,#icon-503-DB4436,-12a4d528,The interments here have been relocated to Oakland Cemetery and the Latimer/Lattimer site is no longer extant. <br><br>FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2176105&CScnty=2914&CSsr=21&<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--latimer,-76.340046,37.069552
Cemetery--Lewelling-Moore,#icon-503-FFDD5E,542a2b8,,-76.430301,37.051373
Cemetery--Lewis,#icon-503-FFDD5E,542a2b8,,-76.302844,37.072912
Cemetery--Mallory,#icon-503-FFDD5E,542a2b8,,-76.300411,37.06128600000001
Cemetery--Mason,#icon-503-FFDD5E,542a2b8,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2189646,-76.299813,37.091592
Cemetery--Mears,#icon-503-FFDD5E,542a2b8,,-76.316547,37.087557
Cemetery--Messick,#icon-503-FFDD5E,542a2b8,Possibly the same as Drummond Cemetery? <br><br>FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=gsr&GScid=2154427,-76.308031,37.082486
Cemetery--Oakland,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--oakland,-76.329186,37.034021
Cemetery--Parklawn,#icon-503-7CCFA9,42131318,,-76.384522,37.055567
Cemetery--Phillips Family,#icon-503-7CCFA9,42131318,,-76.316096,37.066085
Cemetery--Pleasant (Union Street),#icon-503-7CCFA9,42131318,"Also called Phillips Cemetery.  Many burials are those of the original ""Contraband"" slaves.",-76.35554900000001,37.028124
Cemetery--Pleasant Shade,#icon-503-7CCFA9,42131318,,-76.404322,36.997857
Cemetery--Poor House Farm,#icon-503-FFDD5E,542a2b8,,-76.32494,37.047745
Cemetery--Richard Routten,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2189500&CScntry=4&CSst=48&CScnty=2914&CSsr=41&,-76.297727,37.079779
Cemetery--Rountree,#icon-503-FFDD5E,542a2b8,Also called Cedar Island Cemetery.,-76.30758,37.080791
Cemetery--Shelton,#icon-503-FFDD5E,542a2b8,FindAGrave.com Listing (http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&GScid=2205141&CRid=2205141&pt=Shelton%20Cemetery&),-76.307516,37.029985
Cemetery--Sherwood,#icon-503-7CCFA9,42131318,"Burial place for the Booker family and their kin, from nearby Sherwood Plantation.<br><br> FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=crMap&CRid=2205142<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--sherwood",-76.349706,37.073856
Cemetery--Sinclair,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2205145&CScnty=2914&CSsr=41&,-76.352224,37.05474
Cemetery--Sinclair-Johnson,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--sinclair-johnson <br><br>FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&GScid=2205146&CRid=2205146&pt=Sinclair-Johnson%20Cemetery&<br><br>(See also: Structure--Cottage Home),-76.372651,37.039909
Cemetery--Smith,#icon-503-7CCFA9,42131318,FindAGrave.com Listing:<br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&GSsr=321&GScid=2213068&CRid=2213068&pt=Smith%20Cemetery&,-76.326072,37.028064
Cemetery--Spencer Routten,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2189501&CScntry=4&CSst=48&CScnty=2914&CSsr=41&,-76.297426,37.079999
Cemetery--St. John's Church,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--st.%20johns%20church,-76.346827,37.026917
Cemetery--Stores,#icon-503-FFDD5E,542a2b8,,-76.329854,37.051264
Cemetery--Tennis,#icon-503-FFDD5E,542a2b8,,-76.294282,37.086273
Cemetery--Thornton,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2218400,-76.323241,37.028735
Cemetery--Tucker Family,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&GScid=2220201&GRid=12800115&CRid=2220201&,-76.397381,37.030857
Cemetery--Unidentified001,#icon-503-FFDD5E,542a2b8,"Labeled on survey, of part of Wheatland Plantation, in collection: ""Cemetery one rock marked M.A. 1772"".<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--unidentified001",-76.373178,37.048667
Cemetery--Vaughan,#icon-503-7CCFA9,42131318,NASA History of Site: <br>http://crgis.ndc.nasa.gov/historic/Cloverdale_Plantation_Site#Vaughan_Family_Cemetery<br><br> <br>FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2219768&CScnty=2914&CSsr=41&,-76.382752,37.096382
Cemetery--Watts,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=gsr&GScid=2220203<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--watts,-76.366163,37.051724
Cemetery--West,#icon-503-7CCFA9,42131318,FindAGrave.com Listing: <br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2220206&CScnty=2914&CSsr=61&<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=cemetery--west,-76.377012,37.025844
Cemetery--Wood,#icon-503-FFDD5E,542a2b8,The Wood family's plantation was known as Deerfield. FindAGrave.com Listing:<br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&CRid=2420416&CScn=wood&CScntry=4&CSst=48&CScnty=2914&,-76.43487800000001,37.060511
Cemetery--Wood (slave),#icon-503-FFDD5E,542a2b8,"Reportedly the site of a cemetery for slaves from Deerfield, the large plantation of the Wood family. For more information, see FindAGrave.com listing:<br>http://www.findagrave.com/cgi-bin/fg.cgi?page=cr&GScid=2420416&GRid=77353529&CRid=2420416&",-76.436683,37.060725000000005
Site--Aberdeen Gardens,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--aberdeen%20gardens<br><br>National Historic Register Nomination:<br>http://www.dhr.virginia.gov/registers/Cities/Hampton/114-0146_Aberdeen_Gardens_HD_1994_Final_Nomination.pdf,-76.405814,37.03197
Site--Algernourne Oak,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--emancipation%20oak,-76.30607,37.004161
Site--Amory's Seafood,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--amorys%20seafood,-76.342961,37.023193
Site--Armstrong Point (Blackbeard's Point),#icon-503-DB4436,-12a4d528,Also known as Capps Point.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--armstrong%20point%20%28blackbear%2E%2E%2E,-76.342717,37.015515
Site--Battle of Big Bethel,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--battle%20of%20big%20bethel,-76.42475,37.091969
Site--Bay Shore Resort,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--bay%20shore%20resort,-76.293083,37.036169
Site--Bloxoms Corner,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--bloxoms%20corner,-76.302581,37.060177
Site--Brittingham Site,#icon-503-DB4436,-12a4d528,"Archaeological excavation of early Virginia Company site.  Also called the ""Trading Post"" site.",-76.355844,37.005142
Site--Buckroe Beach,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--buckroe%20beach,-76.290307,37.040106
Site--Casemate Club,#icon-503-DB4436,-12a4d528,"Officers' Club, reached by a small ferry called ""Maid of the Moat."" <br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--casemate%20club",-76.308836,37.001627
Site--Cedar Point,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--cedar%20point,-76.344595,37.018659
Site--Celey's Farm,#icon-503-FFDD5E,542a2b8,"Plantation house constructed in 1706 and destroyed during the Civil War. The farm was home to the Cary Family, including Sally Cary (Fairfax), a close friend of George Washington. The exactly location of the house is unknown; the land tract included large parts of the Wythe area.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--celeys%20farm<br><br>Library of Virginia Resources:<br>http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200354",-76.393797,36.98603200000001
Site--Clyde R. Royals Construction,#icon-503-DB4436,-12a4d528,Some of the present structures on the site may date to the previous use. The company's offices were at 20 N. King St.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--clyde%20r.%20royals%20construction,-76.355026,37.033706
Site--Continental Park & Bandstand,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--continental%20park%20%26%20bandstand,-76.310971,37.000869
Site--Cooper Farm?,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--cooper%20farm%3f,-76.364433,37.002167
Site--Copeland Industrial Park,#icon-503-7CCFA9,42131318,Copeland Park was originally developed in 1943 as housing for Shipyard workers. <br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--copeland%20industrial%20park,-76.406929,37.005774
Site--Darling Stadium (Hampton High School Athletic Field),#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--darling%20stadium%20%28hampton%20h%2E%2E%2E,-76.354744,37.020569
Site--Darling Oyster Pile,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--darling%20oyster%20pile,-76.340931,37.024972
Site--Eaton Charity School,#icon-503-FFDD5E,542a2b8,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--eaton%20charity%20school,-76.385504,37.021229
Site--Emancipation Oak,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--emancipation%20oak,-76.330379,37.023139
Site--E.T. Lawson & Son,#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--e.t.%20lawson%20%26%20son,-76.340861,37.015395
"Site--Fort Wool (Fort Calhoun, Rip Raps)",#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--fort%20wool%20%28fort%20calhoun%2c%20r%2E%2E%2E,-76.301186,36.986786
Site--G.K. Sinclair Feed,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--g.k.%20sinclair%20feed,-76.343554,37.03355
Site--Goose Alley,#icon-503-DB4436,-12a4d528,"A row of slab cabins and cottages inhabited by former ""Contraband"" slaves.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--goose%20alley",-76.339241,37.021884
Site--Gosnold's Hope Park,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--gosnolds%20hope%20park,-76.331087,37.073284
Site--H.C. Horseman Crab & Oyster Packing,#icon-503-DB4436,-12a4d528,,-76.340373,37.025212
Site--Hampton Manufacturing Co.,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hampton%20manufacturing%20co%2E,-76.347087,37.033377
Site--Hampton and Old Point Railway Co.,#icon-503-DB4436,-12a4d528,"Site of offices, power plant, and car barn, beginning around 1891. The facilities were relocated to the Victoria Blvd. (Electric Avenue) site around 1905.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hampton%20and%20old%20point%20rail..%2E",-76.349473,37.023838
Site--Hampton Roads Boat Works,#icon-503-DB4436,-12a4d528,"Boat yard of Vincent Serio, where many Hampton One design boats were constructed. Previously operated by Eddie Haldeman.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hampton%20roads%20boat%20works",-76.339408,37.027568
Site--Hampton Yacht Club,#icon-503-7CCFA9,42131318,"Originally founded in 1903 as the Virginia Yacht Club. It closed after World War I, and re-opened in 1926 as the Hampton Yacht Club.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hampton%20yacht%20club",-76.344405,37.020087
Site--Heffelfinger & Co.,#icon-503-DB4436,-12a4d528,707 N. King St.  Lumber and Building Materials.  Later Johnson's Lumber.  <br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--heffelfinger%20%26%20co%2E,-76.346843,37.032377
Site--Heffelfinger Planing Mill,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--heffelfinger%20planing%20mill,-76.343817,37.023747
Site--Hercules Plaster Board Co.,#icon-503-DB4436,-12a4d528,Monroe Transfer & Storage Company<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hercules%20plaster%20board%20co%2E,-76.341669,37.032565000000005
Site--Huntington Industrial Works,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--huntington%20industrial%20works,-76.338246,37.017963
Site--Hutton Oil Co.,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--hutton%20oil%20co%2E,-76.353221,37.016946
Site--J.S. Darling & Son Oyster Packers,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--j.s.%20darling%20%26%20son%20oyster%20%2E%2E%2E,-76.341194,37.024612
Site--J.S. Darling & Son Shipyard & Marine Railway,#icon-503-DB4436,-12a4d528,"Originally constructed sometime in the late 19th century. It was acquired and improved by William Hall from J.H. Gosline after 1872. Darling and Sons acquired it in 1914. Between 1952 and 1980, it was managed by George C. Bentley. It was briefly managed under Fass Brothers Seafood, then under Hampton Marine Railway, before it was closed in 1985 and the site slated for redevelopment.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--j.s.%20darling%20%26%20son%20shipyar%2E%2E%2E",-76.341848,37.024433
Site--Jacob Heffelfinger Lumber & Coal Yard,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--jacob%20heffelfinger%20lumber%20%2E%2E%2E,-76.343109,37.02352
Site--L.M. Newcomb Seafood Packers,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--l.m.%20newcomb%20seafood%20packers,-76.318478,37.013453
Site--L.R. Carson Crab Packing / Nonnenbacher & Co. Crab Packing,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--l.r.%20carson%20crab%20packing%20/%2E%2E%2E,-76.34168700000001,37.02433
Site--Lamington,#icon-503-DB4436,-12a4d528,"After purchase by the Federal Government, used as a school for children of those stationed at Langley Field.<br><br> History of Site and Photos, from NASA:<br>http://crgis.ndc.nasa.gov/historic/Lamington_Plantation<br><br>Click to View Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--lamington<br><br>Library of Virginia Resources:<br>http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200367",-76.354738,37.095679
Site--Landing of British,#icon-503-FFDD5E,542a2b8,"Preceding the 1813 Sack of Hampton, the British forces landed near Indian River Creek and proceeded up Celey Road.",-76.373584,36.99907
Site--LaValette Turtle Farm,#icon-503-FFDD5E,542a2b8,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--lavalette%20turtle%20farm,-76.356509,37.002898
Site--Le-Mac Nurseries,#icon-503-DB4436,-12a4d528,The nursery/farm was on property on both sides of Queen Street.<br> <br>History of Le-Mac Nurseries: <br>http://macars.org/newsletters/MAC1211clean.pdf<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--le-mac%20nuseries,-76.370988,37.024501
Site--Little Bethel Church,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--little%20bethel%20church,-76.4292,37.042791
Site--Little England Dairy,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--little%20england%20dairy,-76.359916,37.022428
Site--McDonald Garden Center,#icon-503-7CCFA9,42131318,Originally began as the retail outlet for the McDonald family's Le-Mac Nurseries wholesale business.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--mcdonald%20garden%20center,-76.366482,37.024368
Site--McMenamin & Co. Crab Packing,#icon-503-DB4436,-12a4d528,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--mcmenamin%20%26%20co.%20crab%20packing,-76.344665,37.020398
Site--Milepost 0 (C.&O. Railroad),#icon-503-DB4436,-12a4d528,"The original Milepost Zero, marking the end of the Chesapeake & Ohio Railroad at Old Point Comfort, was located near this site.  The current marker is a replica.",-76.313711,37.00254
Site--Milepost 1 (C.&O. Railroad),#icon-503-FFDD5E,542a2b8,,-76.3167,37.017049
Site--Milepost 2 (C.&O. Railroad),#icon-503-FFDD5E,542a2b8,,-76.33024,37.026608
Site--Milepost 3 (C.&O. Railroad),#icon-503-FFDD5E,542a2b8,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--milepost%203%20%28c.%26o.%20railroad%29,-76.345516,37.033579
Site--Milepost 4 (C.&O. Railroad),#icon-503-7CCFA9,42131318,,-76.362129,37.028137
Site--Milepost 5 (C.&O. Railroad),#icon-503-7CCFA9,42131318,,-76.376179,37.018963
Site--National Soldiers Home (Hampton VAMC),#icon-503-7CCFA9,42131318,Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--national%20soldiers%20home%20%28ha%2E%2E%2E,-76.333351,37.014479
Site--Nettles Property,#icon-503-FFDD5E,542a2b8,"Houses of Paul Manley Nettles and Daniel ""Webb"" Nettles were adjacent to each other on family owned property.<br><br>Museum Collections: <br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=site--nettles%20property",-76.40443,37.039789
