STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,[bg,CAbg,CAbg;0,VACAbg;0,0,,Interlayered Mafic and Felsic Metavolcanic Rocks - Quartzofeldspathic biotite gneiss,Cambrian,Interlayered Mafic and Felsic Metavolcanic Rocks - Quartzofeldspathic biotite gneiss,,"Central Virginia Volcanic-Plutonic Belt.From expanded explanation (ref. VA002):Heterogenous layered assemblage correlates with the Chopawamsic Formation and Ta River Metamorphic Suite, on strike to the northeast, and in traceable into the Milton beltin North Carolina (Geologic Map of North Carolina, 1985).Quartzofeldspathic biotite gneiss. Heterogeneous layered sequence consists of salt-and-pepper and segregation layered biotite granite gneiss interlayered with biotite schist; dark-gray to black, fine- to coarse-grained, thin- to thickly-laminated hornblende gneiss and schist; lesser quartz-muscovite schist; and, locally, gray to green, medium-grained, calcareous gneiss and calc-silicate granofels (Tobish and Glover, 1969). This unit includes the upper and lower felsic gneiss units and intermediate volcanic rocks in the Hyco Formation as used by Baird (1989, 1991); and biotite gneiss and interlayered gneiss of Kreisa (1980), correlative with the biotite gneiss unit of Marr (1980a; 1980b). Mineralogy: (quartzofeldspathic rocks), (1) quartz + albite + potassium feldspar + muscovite + chlorite + actinolite + epidote + calcite + magnetite + zircon; (2) quartz + oligoclase + muscovite + biotite + garnet + hornblende + magnetite + epidote + rutile + calcite + zircon; (mafic rocks), (1) quartz + albite + chlorite + epidote + actinolite + titanite + magnetite ilmenite. (2) quartz + oligoclase + andesine + hornblende + microcline + biotite + garnet + cordierite + magnetite + rutile + titanite + scapolite; (pelitic rocks), (1) quartz + albite + muscovite + chlorite + epidote + magnetite-ilmenite; (2) quartz + muscovite + biotite + kyanite + oligoclase + potassium feldspar + epidote + magnetite-ilmenite + garnet; (3) quartz + muscovite + sillimanite + magnetite-ilmenite; (calcareous rocks), (1) quartz + calcite + biotite + epidote + chlorite + tremolite + ilmenite; (2) calcite+ quartz + epidote + hornblende + pyroxene + scapolite. Geophysical signature: felsic rocks are delineated by strike-elongate positive radiometric anomalies (Henika andJohnson, 1980); mafic metavolcanic rocks and metasedimentary units are characterized by closed strike-elongate radiometric lows and closed strike-elongate aeromagnetic highs.",VA003,biotite gneiss,schist,intermediate volcanic rock,VA001 VA002VA003
VA,[c,CAc,CAc;0,VACAc;0,0,,Conasauga Shale,Cambrian,Conasauga Shale - Shale with minor limestone and sandstone.,,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Conasauga Shale (Hayes, 1891). Shale, sericitic to micaceous, dark-greenish-gray, with local zones of red shale; thin interbeds of limestone, and thin-bedded, fine-grained sandstone. The lower contact with the Rome Formation is not exposed in Lee County. The Conasauga Shale is approximately 560 feet thick in western Lee County (Miller and Fuller, 1954).",VA003,shale,limestone,sandstone,VA001 VA002VA003
VA,[ca,CAca,CAca;0,VACAca;0,0,,Candler Formation - Phyllite and schist,Cambrian,"Candler Formation - Phyllite in central Blue Ridge Anticlinorium; Phyllite, metasiltstone and quartz-mica schist in southwest Blue Ridge Anticlinorium",,"Blue Ridge Anticlinorium, Central and Southwest.From expanded explanation (ref. VA002):Phyllite and schist. Medium- to dark-gray and greenish- gray mica phyllite and sandy laminated schist. Lenses and pods of feldspathic quartzite, metamorphosed quartzarenite, dolomitic marble, and dark-gray to medium-bluish-gray, laminated marble are common in the upper part. Mineralogy: quartz + albite + muscovite + chlorite +magnetite-ilmenite + epidote ñ biotite ñ chloritoid ñ calcite. Chloritoid and magnetite porphyroblasts are common near the Bowens Creek fault. Geophysical signature: Low amplitude, linear magnetic highs are superimposed on a pronounced southeast-slopingmagnetic gradient between Alligator Back units northwest of  the Candler and a persistant linear magnetic trough localized along the trend of the Bowens Creek fault zone. Microstructural elements in the upper Candler indicate dextral transpression along a continuous shear zone (Bowens Creek fault zone) within the Candler outcrop belt from the Virginia-North Carolina boundary in Patrick County northeastward to at least the north end of Buffalo Ridge on the Amherst-Campbell County line. Conley and Henika (1970) and Gates (1986) hypothesized that the Bowens Creek fault is part of a major strike slip (wrench) system that is part or a continuation of the Brevard fault zone to the southwest . Northeast of the Scottsville Mesozoic basin, the Candler includes laminated metasiltstone (Ccas), ferruginous metatuff, dolomitic marble, and phyllite that are conformable above Catoctin metabasalt (Evans, 1984; Conley, 1989; Rossman, 1991); in Orange County, the Candler includes the True Blue formation of Pavlides (1989, 1990).",VA003,phyllite,schist,metasedimentary rock,VA001 VA002VA003
VA,[cas,CAcas,CAcas;0,VACAcas;0,0,,Candler Formation - Metasiltstone,Cambrian,Candler Formation - Meta-argillite is laminated metasiltstone,,"Blue Ridge Anticlinorium, Central.From expanded explanation (ref. VA002):Laminated metasiltstone. Grayish-green, fine- to very fine-grained, laminated schistose and phyllitic metasiltstone; relict detrital quartz and albite define graded laminations onthe order of 0.5 to 1 cm thick. Mineralogy: quartz + chlorite+ muscovite + albite + epidote + magnetite + tourmaline +zircon. Laminated metasiltstone occurs in stratigraphic conformity above the Catoctin Formation; in southeastern AlbemarleCounty, the unit contains discontinuous interbeds of ferruginous metatuff. Laterally discontinuous beds of feldspathic metasandstone, micaceous quartzite, and coarse-grained to pebbly metagraywacke occur within the metasiltstone outcrop belt, and are interbedded with phyllites somewhat higher in the section (Evans, 1984).",VA003,meta-argillite,,,VA001VA002 VA003
VA,[cfv,CAcfv,CAcfv;0,VACAcfv;0,0,,Chopawamsic Formation - Foliated felsite,Cambrian,Chopawamsic Formation - Foliated felsite,,"Central Virginia Volcanic-Plutonic Belt.From expanded explanation (ref. VA002):Foliated felsite. Light-gray to white, medium-grained, foliated felsite ranges in composition from rhyolite to dacite. Mineralogy: quartz + perthitic microcline + muscovite + biotite; beta-form quartz phenocrysts are characteristic.",VA003,felsic volcanic rock,,,VA001 VA002VA003
VA,[ch,CAch,CAch;0,VACAch;0,0,,Chilhowee Group,Cambrian,"Chilhowee Group - Appalachian Plateaus and Valley and Ridge: Quartzite, conglomerate, feldspathic sandstone, phyllite, and minor ferruginous sandstone and volcanic rocks. Blue Ridge Anticlinorium: Conglomerate, quartzite, metasiltstone, and phyllite.",,"Antietam, Harpers, Weverton, and Unicoi Formations; Appalachian Plateaus and Valley and Ridge; Blue Ridge Anticlinorium, Northern.Form expanded explanation (ref. VA002):Chilhowee Group (Keith, 1903). The Chilhowee Group includes the Antietam, Harpers, and Weverton Formations in the northeastern portion of the Blue Ridge Province and theErwin, Hampton, and Unicoi Formations in the southwestern portion of the Blue Ridge Province.Antietam Formation (Williams and Clark, 1893). Quartzite, medium-gray to pale-yellowish-white, fine- to medium grained, locally with very minor quartz-pebble conglomerate, cross-laminated, medium- to very-thick-bedded, very resistant, forms prominent cliffs and ledges, contains a few thin interbeds of light-gray phyllite, has calcareous quartz sandstone at the top that is transitional with the overlying TomstownDolomite, and many beds contain Skolithos linearras. It is laterally equivalent to the Erwin Formation to the southwest. The formation interfingers with the underlying Harpers Formation and ranges in thickness from less than 500 feet in Clarke County to nearly 1000 feet in Rockingham County (Gathright and Nystrom, 1974; Gathright, 1976). Harpers Formation (Keith, 1894). Metasandstone, metasiltstone, and phyllite. Metasandstone, dark-greenish gray to brownish-gray, fine-grained, sericitic, thin- to medium-planar bedded, locally bioturbated, Skolithos-bearing litharenite; dark-gray, fine-grained, cross-laminated, thickbedded, laterally extensive bodies of quartzite; and very-dark gray, medium- to coarse-grained, thick-bedded, ferruginous, very resistant, quartzitic sandstone. These beds were extensively mined for iron ore north of Roanoke (Henika, 1981). Metasiltstone, dark-greenish-gray, thin, even bedded, sericitic, and locally bioturbated. Phyllite, medium- to light-greenish gray, bronze weathering, laminated, sericitic. The Harpers is laterally equivalent to the Hampton Formation to the southwest and they are so similar that the names have been used interchaneably in the northern Blue Ridge (Gathright, 1976; Brown and Spencer, 1981). The Harpers conformably overlies the Weverton or Unicoi Formations, thickens northeastward from about 1500 feet north of Roanoke to about 2500 feet in Clarke County. The thicker sections are dominated by phyllite and metasiltstone and the thinner sections by metasandstone and quartzite.Weverton Formation (Williams and Clark, 1893). Quartzite, metasandstone, and phyllite. Quartzite, medium- to very dark-gray, weathers light-gray, fine- to coarse-grained, well rounded quartz-pebble conglomerate beds locally, medium- to thick-bedded, cross-bedded, very resistant, with interbedded metasandstone, dark-greenish- gray, feldspathic, thick-bedded, with ferruginous cement in some beds. Phyllite, light- todark-greenish-gray or dark-reddish-gray, laminated, sericitic, with coarse sand grains and quartz-pebble conglomerate in a few thin beds, generally in lower part. Formation ranges in thickness from more than 600 feet in Clarke County to less than 200 feet in Augusta County (Gathright and Nystrom, 1974; Gathright and others, 1977). The Weverton is lithologically very similar to strata in the upper portion of the Unicoi Formation to the south to which it may be equivalent. The Weverton appears to unconformably overlie the Catoctin and Swift Run Formations and the Blue Ridge basement complex and is present northeast of Augusta County.",VA003,quartzite,conglomerate,sandstone; phyllite; meta-argillite; volcanic rock (aphanitic),VA001 VA002VA003
VA,[cmv,CAcmv,CAcmv;0,VACAcmv;0,0,,Chopawamsic Formation - Mafic to intermediate metavolcanic rocks,Cambrian,Chopawamsic Formation - Mafic to intermediate metavolcanic rocks,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Mafic to intermediate metavolcanic rocks. Dark greenish-gray, fine- to medium-grained, foliated, lineated, amphibole-bearing gneiss and schist. Also includes tuffaceous volcaniclastic rocks. Mineralogy: amphibole + acicular actinolite + epidote + chlorite + titanite + plagioclase + magnetite.",VA003,mafic metavolcanic rock,intermediate metavolcanic rock,tuff,VA001 VA002VA003
VA,[co,CAco,CAco;0,VACAco;0,0,,Conococheague Formation,Cambrian,"Conococheague Formation - Limestone, dolomite, and calcareous sandstone.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation (ref. VA002):Conococheague Formation (Stose, 1908). Dominantly limestone with significant dolostone and sandstone beds in lower part and locally in upper part. Limestone, medium- to very-dark-gray, fine-grained, thin-bedded with wavy siliceous partings that weather out in relief. Vertically repetitious primary sedimentary features such as sharpstone conglomrate, laminated bedding, and algal structures indicate cyclic sedimentation. Dolostone, medium-gray, fine- to medium-grained, laminated to massive-bedded with primary features similar to those in the limestones. Sandstone,medium-gray, brown weathering, cross-laminated, medium to thin-bedded, forms linear ridges, largely associated with dolostone beds but quartz sand common in most lithologies. Formation is present throughout the Valley of Virginia southeast of the Pulaski and North Mountain faults. It ranges in thickness from about 2200 feet in northern Virginia to 1,700 feet near Abingdon. The Conococheague is approximatelyequivalent to the Copper Ridge and Chepultepec Formations and conformably over lies the Elbrook Formation.",VA003,limestone,dolostone (dolomite),sandstone,VA001VA002 VA003
VA,[cv,CAcv,CAcv;0,VACAcv;0,0,,Chopawamsic Formation - Interlayered felsic and mafic metavolcanic rocks,Cambrian,Chopawamsic Formation- Interlayered felsic and mafic metavolcanic rocks,,"Central Virginia Volcanic-Plutonic Belt undivided in expanded explanation (Karen Hostettler)From expanded explanation (ref. VA002):Chopawamsic Formation, undivided, (Pavlides, 1981). Includes laterally discontinuous lenses and tongues of metamorphosed felsic, intermediate, and mafic volcanic flows and volcanoclastic rocks, with interlayered quartzite, quartzose graywacke, schist, and phyllite. Volcanic flows are locally highly vesicular; fragmental breccia and tuff are common. Felsic flows are typically light-gray aphanitic rocks with phenocrysts of quartz and feldspar; intermediate flows are dark-green amphibole-bearing rocks with fine-grainedquartz-feldspar matrix; greenstone metabasalts contain blue green amphibole, chlorite, albitic plagioclase, and quartz. Geophysical signature: linear strike-elongate pattern ofelevated magnetic anomalies. The Chopawamsic is correlated with the James Run Formation in Maryland; the James Run has been dated at 570 to 530 Ma (U-Pb zircon; Tilton and others 1970). The Chopawamsic is unconformably overlain by the Late Ordovician Arvonia and Quantico Formations. Pavlides (1981 and subsequent works) has made the interpretation on the basis of geologic and geochemical data that the Chopawamsic and related plutons represent an ancient is land-arc sequence.",VA003,metavolcanic rock,,,VA001 VA002VA003
VA,[d,CAd,CAd;0,VACAd;0,0,,Dale City Quartz Monzonite,Cambrian,Dale City Quartz Monzonite- Quartz monzonite and quartz monzodiorite.,,"Central Virginia Volcanic-Plutonic Beltnot listed as pluton in exp explanation (Karen Hostettler):From expanded explanation (ref. VA002):Dale City Quartz Monzonite (Seiders and others, 1975). Medium- to light-gray, medium-grained, massive to well-foliated quartz monzonite, quartz monzodiorite, andsubordinate quartz diorite. The Dale City intrudes the Chopawamsic Formation and isunconformably overlain by the Quantico Formation (Pavlides and others, 1980). The age is considered 560 Ma (discordant U-Th-Pb-zircon; Seiders and others, 1975).",VA003,quartz monzonite,quartz monzodiorite,,VA001 VA002VA003
VA,[e,CAe,CAe;0,VACAe;0,0,,Elbrook Formation,Cambrian,"Elbrook Formation  - Dolomite, shale, and minor limestone.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Elbrook Formation (Stose, 1906). Dolostone and limestone with lesser shale and siltstone. Dolostone, medium-to dark-gray, fine- to medium-grained, laminated to thick-bedded. Limestone, dark-gray, fine-grained, thin- to medium-bedded, with algal structures and sharpstone conglomerate. Shale and siltstone, light- to dark-gray, dolomitic, platy weathering, with minor grayish-red or olive-green shales. Interbeddedlimestone and dolostone dominate the upper part of the formation; dolomitic siltstone and shale and thin- bedded argillaceous limestone dominate the lower part. The formationranges be tween 1500 and 2900 feet in thickness in the southeasternmost exposures but is incomplete elsewhere due to faulting. The Elbrook of northern Virginia is transitionalwith the Nolichucky and Honaker Formations (locally the limestone facies of the Nolichucky has been differentiated from the Elbrook by Bartlett and Biggs (1980). It is also approximately equivalent to the rock sequence comprised of the Nolichucky and Maryville Formations, the Rogersville Shale, and the Rutledge Formation. Farther southwest the Conasauga Shale is the Elbrook equivalent. The Elbrook appears to be conformable and gradational with the underlying Waynesboro or Rome Formations.From Washington County to Augusta County much of the Elbrook Formation adjacent to the Pulaski and Staunton faults is a breccia of the ""Max Meadows tecontic breccia type"" (Cooper and Haff, 1940). These breccias are composed of crushed rock clasts that range from sand size to blocks many feet long, derived almost entirely from the lower part of the Elbrook Formation. The breccia commonly forms low lands characterized by karst features.",VA003,dolostone (dolomite),limestone,shale; siltstone,VA001 VA002VA003
VA,[eh,CAeh,CAeh;0,VACAeh;0,0,,Erwin and Hampton Formations,Cambrian,"Erwin and Hampton Formations - Sandstone, quartzite, and shale.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Erwin and Hampton Formations.Erwin Formation (Keith, 1903,1907). Quartzite, sandstone, and shale. Quartzite, light-gray to white, medium- to fine-grained, thick-bedded, cross-laminated, quartz cemented, and very resistant. Sandstone, ferruginous, dark-gray to bluish- black, medium- to coarse-grained, locally conglomeratic, and with various amounts of hematite cement, in medium- to thick-beds. Shale, silty and sandy, drab-greenish-gray, thin- to medium-bedded, non-resistant, comprises much of the formation but is poorly exposed. The Erwin is less than 1000 feet thick and is equivalent to the Antietam Formation andpossibly the upper part of the Harpers Formation in northern Virginia.Hampton Formation (Keith, 1903). Shale, sandstone, and quartzite. Shale, dark-gray or dark-greenish-gray, fissile, very argillaceous, silty laminae common, with interbeds ofsiltstone and fine-grained, lithic sandstone. Sandstone, feldspathic, greenish-gray, vitreous, medium- to coarse-grained, pebbly, cross-laminated. Quartzite, white to light-brown, vitreous, fine-grained, medium- to thin-bedded, resistant, restricted to the upper part of the formation. The Hampton is largely equivalent to the Harpers Formation to the northeast and ranges in thickness from more than 1500 feet to about1200 feet with the thinner sequence in the northwesternmost exposures.",VA003,sandstone,quartzite,shale,VA001VA002 VA003
VA,[ev,CAev,CAev;0,VACAev;0,0,,Everona Limestone,Cambrian,Everona Limestone - Limestone.,,"Blue Ridge Anticlinorium (Central).From expanded explanation (ref. VA002):Everona Limestone (Jonas, 1927). Thinly-laminated medium-bluish-gray limestone with graded, graphitic silty partings; includes calcareous graphitic phyllite, and pyrite-bearing graphitic slate. Mineralogy: calcite + quartz + muscovite ñ graphite ñ chlorite ñ albite ñ pyrite + tourmaline. The Everona occurs dominantly as lenticular bodies immediately north west of or within the Mountain Run fault zone (Evans, 1984; Conley, 1989; Rossman, 1991). In most outcrops primary laminations are complexly folded due tostrain accommodation associated with the Mountain Run fault. Unit thickness and degree of lateral continuity are structurally controlled in many places. Mack (1965) reports thicknesses ranging from about 20 to 1100 feet. Jonas (1927) reports retrieving trilobite fragments from sandy beds adjacent to the Everona, but these were so poorlypreserved that E.O. Ulrich could not identify them, even with respect to genus. Recent attempts to extract conodonts from the Everona have so far proven fruitless. The Everona is interpreted to be in stratigraphic continuity with phyllites and metasiltstones that are conformable above the Catoctin Formation (Evans, 1984; Rossman, 1991), and is likely Early Paleozoic in age.",VA003,limestone,phyllite,slate,VA001 VA002VA003
VA,[f,CAf,CAf;0,VACAf;0,0,,Frederick Limestone,Cambrian,Frederick Limestone - Limestone.,,"Blue Ridge Anticlinorium, NorthernFrom expanded explanation (ref. VA002):Frederick Limestone. Medium-gray to medium-bluish-gray laminated, thinly-bedded limestone.",VA003,limestone,,,VA001VA002 VA003
VA,[fq,CAfq,CAfq;0,VACAfq;0,0,,Interlayered Mafic and Felsic Metavolcanic Rocks - Ferruginous quartzite,Cambrian,Interlayered Mafic and Felsic Metavolcanic Rocks - Ferruginous quartzite,,"Central Virginia Volcanic-Plutonic Belt.From expanded explanation (ref. VA002):Heterogenous layered assemblage correlates with the Chopawamsic Formation and Ta River Metamorphic Suite, on strike to the northeast, and in traceable into the Milton beltin North Carolina (Geologic Map of North Carolina, 1985).Ferruginous quartzite. (See description under Ta River Metamorphic Suite, Ctq)	",VA003,quartzite,,,VA001VA002 VA003
VA,[fv,CAfv,CAfv;0,VACAfv;0,0,,Interlayered Mafic and Felsic Metavolcanic Rocks - Foliated felsite,Cambrian,Interlayered Mafic and Felsic Metavolcanic Rocks - Foliated felsite,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Heterogenous layered assemblage correlates with the Chopawamsic Formation and Ta River Metamorphic Suite, on strike to the northeast, and in traceable into the Milton beltin North Carolina (Geologic Map of North Carolina, 1985).Foliated felsite. Grayish-orange-pink to white, fine- to medium-grained, foliated to granular metavolcanic rocks range in composition from rhyolite to dacite. Includes muscovite feldspar- quartz schist, gneiss and granofels; massive crystal metatuff; welded ashflow tuff; and, inequigranular metavolcanic breccia. Relict primary volcanic textures are recognizable where metamorphic grade is low (Henika, 1975; 1977). This unit includes felsic gneiss with less common mafic and rare calcareous gneiss mapped by Tobisch (1972), in part the metamorphosed volcanic sequence of Gates (1981), and dominantly felsic-composition units mapped by Nelson (1992). The unit contains numerous granitic dikes, sills, and lit-par-lit injections where it occurs in close proximity to Shelton Formation (Ost). Felsites occur interlayered with amphibolite, amphibolegneiss and schist (Cmv), quartzofeldspathic biotite gneiss (Cbg), sillimanite-quartz-muscovite schist and gneiss (Csg), and ferruginous quartzite (Cfq).",VA003,felsic volcanic rock,schist,gneiss; breccia,VA001 VA002VA003
VA,[fvs,CAfvs,CAfvs;0,VACAfvs;0,0,,"Metavolcanic and Metasedimentary Rocks - Felsic metatuff, mica schist, and gneiss.",Cambrian,"Metavolcanic and Metasedimentary Rocks - Felsic metatuff, mica schist, and gneiss.",,"Western Piedmont, Central.From expanded explanation (ref. VA002):Felsic metatuff, mica schist, and gneiss. Includes light-gray to grayish-pink, very-fine-grained to aphanitic, thin-bedded dacitic metatuff, locally containing subhedral to euhedral plagioclase phenocrysts; very-light-gray pinstriped quartz-rich, muscovite and biotite-muscovite schist; and, medium-gray fine-grained salt-and-pepper biotite-muscovite gneiss.Mineralogy: quartz + plagioclase + muscovite ñ biotite + epidote + magnetite. These lithologies are interlayered with subordinate amounts of greenstone metabasalt and amphibole gneiss.",VA003,felsic metavolcanic rock,mica schist,gneiss,VA001 VA002VA003
VA,[g,CAg,CAg;0,VACAg;0,0,,Amphibole Metagabbro,Cambrian,Amphibole Metagabbro,,"Central Virginia Volcanic-Plutonic BeltAmphibole Metagabbro from expanded explanation (Karen Hostettler).From expanded explanation (ref. VA002):Amphibole metagabbro. Dark-greenish-gray, coarse grained, massive, hornblende metagabbro. Mineralogy: plagioclase + hornblende + biotite + clinopyroxene + quartz; relict olivine and myrmekitic intergrowths of quartz in other minerals are characteristic.Geophysical signature: small circular areas marked by positive magnetic anomalies. Metagabbro intrudes Ta River Metamorphic Suite.",VA003,amphibolite,gabbro,,VA001VA002 VA003
