HYPERLINK,PropertyID,LegacyID,Available,Address,AddressZip,BrownField,FIPS,HubZone,OfficePark,OwnerName,OwnerPhone,OwnerEmail,Sale,TownFips,Waterway,LAMBERT_Y,LAMBERT_X,Voltage,Phase,contact,AvailableDate,AddressStreet,AddressCity,AddressState,PropertyName,Longitude,Latitude,DEQStatusLetter,ResearchPark,FeaturedLocation,IndustrialPark,HighwayIntername,HighwayInterDistance,HighwayInterchangeName,HighwayArteryName,HighwayArteryDistance,HighwayAccessName,ForeignTradeZone,NaturalGasDistance,RailroadDistance,PublicTransportationName,PubliclyOwned,PropertyType,NewMarketTaxCreditZone,NatureOfContamination,NaturalGasPropaneEquipped,NaturalGasPressure,NaturalGasLineSize,RemediationPlan,RailAccess,RailroadSiding,SewerProviderDistance,SewerOnSiteTreatmentPlant,SewerLineSize,SewerAvailCapacityTo,SewerPlantTotalCapacity,TelecommBroadbandLevel,TelecommWirelessBroadband,TelecommRedundantRoute,TelecommOther,TelecommISDN,TelecommFiberOpticLine,TelecommFiber,TelecommDigital,TechnologyZone,SubmittedDate,SubmittedBy,ShowOnVAScan,SepticSystem,SepticCapacity,VAEnterpriseZone,WaterAvailCapacityToProperty,WaterProviderDistance,WellCapacity,WaterwayName,WaterwayChannelDepth,WaterTreatmentPlantTotalCap,WaterTankCapacity,WaterOnSiteTreatmentPlant,WaterLineSize,SecondaryRailProviderName,RailProviderName,AirportGeneral,AirportGenDistance,AirportCommercial,AirportCommDistance,Amps,secondaryelectricprovider,electricprovider,SewerProvider,TelecommProvider,WaterProvider,GasProvider,LocalityName,brokercontact,ZoningRestrictionsText,ZoningClassification,ZoningRestrictions,ZoningConform,WithinCorporateLimits,Lease_Type,recent_use,Roof_Type,ConstructionType,SpaceTotalAvailable,industrialceilingheight,officeceilingheight,OBJECTID,SITE_NO,Expr1,OFFICIAL,ACCURACY,GlobalID,LargestContParcel,AcreageTotal,imageURL,thumbnailURL,Shapearea,Shapelen,SDE_VECTORSDESITES_POLYGON_DETAILS_SVarea,SDE_VECTORSDESITES_POLYGON_DETAILS_SVlen
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20093S,233265,20093S,1,Mount Vernon Rd and Wayne Ave,24477,0,51015,0,0,Martin Family,,,0,,0,225167.80001293,43871.98040206,115/208,3,"Glover, Amanda",,Mount Vernon Rd and Wayne Ave,Stuarts Draft,VA,Martin Site,,,0,0,0,0,I-64,4,Exit 94/Stuarts Draft/Route 340,U.S. Route 340,0.25,0,0,0,0,,0,Site,0,,0,60,6,0,1,1,0,0,15,1000000,2400000,,0,0,,0,,0,0,0,,John Loftus,1,0,,0,1770000,0,,,0,4900000,,0,12,,Norfolk Southern Railway Company,Waynesboro/Eagles Nest Airport,5,Shenandoah Valley Regional Airport,20,,,Shenandoah Valley Electric Cooperative,Augusta County Service Authority,nTelos,Augusta County Public Service Authority,Columbia Gas of Virginia,Augusta,"Harrison, Arthur",,I-Industrial/A-Agricultural,0,0,0,,,,,,,,3271,20093S,51015,1,1,{E84852EB-C8A9-474F-BC03-09DECA48357C},200,800,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=103851,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=103851,3623486.09563386,15296.4002557901,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20118S,233289,20118S,1,Plantation Rd and I-81,24001,0,51023,0,0,Hollins University,,,0,,0,151903.11223467,-39532.93559768,138 KV,3,"Hull, John",,Plantation Rd and I-81,Roanoke,VA,Carvins-Hollins Site,,,0,0,0,0,I-81,0.6,Exit #146,Plantation Road,0.6,Plantation Rd,1,2500,,,0,Site,0,,0,450,12,0,0,0,0,0,8,1000000,55000000,High,0,0,,0,,1,0,0,1997-03-03T00:00:00.000Z,Ned McElwaine,1,0,,0,1000000,1200,,,,28000000,,0,42,,Norfolk Southern Railway Company,Roanoke-Blacksburg Regional Airport,4.5,Roanoke-Blacksburg Regional Airport,4.5,,,American Electric Power,Western Virginia Water Authority,Verizon,Western Virginia Water Authority,Roanoke Gas Company,Botetourt,,,M-1 & I-1C,0,0,0,,,,,,,,3166,20118S,51023,1,1,{4CEC078B-C135-4C8A-9A30-6F25E581B4DC},150,155,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119868,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119868,628332.927637342,4483.83792387357,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=233303,233303,20133S,1,Van Fossen Ln and W. Beverly Street,24401,0,51790,0,0,Private,,,0,,0,239428.23022268,34456.78457189,120/208,,"Hamilton (GONE), William",,Van Fossen Ln and W. Beverly Street,Staunton,VA,McIntosh Site,,,0,0,0,0,I-81,5,Exit 220 or 225,U.S. Routes 11 & 250,1.5,Van Fossen Ln,0,100,0,,0,Site,0,,0,,3,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,,John Loftus,1,0,,0,,0,,,0,0,,0,8,,,Shenandoah Valley Regional Airport,17,Shenandoah Valley Regional Airport,17,,,Dominion Virginia Power,City of Staunton,nTelos,City of Staunton,Columbia Gas of Virginia,Staunton,,,"I-2, Heavy Industrial",0,0,1,,,,,,,,3279,20133S,51790,1,1,{F6DB15B0-2849-47CF-95E1-8BB9667B137D},15,26,,,109689.914204451,1498.20502743176,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20141S,233311,20141S,1,Old Mountain Road and Shadwell Drive,24019,0,51161,0,0,John Bradshaw,,,0,,0,148861.19999061,-36386.70006052,,3,"Loope, Jill",,Old Mountain Road and Shadwell Drive,Roanoke,VA,Bradshaw Trust Site,,,0,0,0,0,I-81,4,Plantation Road/Exit 146,Williamson Road/U.S. Route 11,2,Old Mountain Road/Rt. 605,1,1500,,,0,Site,0,,0,30,6,0,0,0,2500,0,10,,,,0,0,,1,1500,0,1,0,1994-08-01T00:00:00.000Z,Ann Blair Miller,1,0,,0,10000000,800,,,,15000000,,0,12,,Norfolk Southern Railway Company,Roanoke-Blacksburg Regional Airport,4,Roanoke-Blacksburg Regional Airport,4,,,American Electric Power,Western Virginia Water Authority,Verizon,Western Virginia Water Authority,Roanoke Gas Company,Roanoke,,,R-1 & R-2,0,1,0,,,,,,,,3168,20141S,51161,1,,{B4F8860B-3A0A-4B0D-AB70-CD252E6F9808},131,487,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119160,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119160,1782011.26476579,6860.6508023079,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20146S,233316,20146S,1,Acorn Drive and Red Oak Street,22802,0,51660,0,0,"David W. Lee, Et. Al.",,,0,,0,274938.42569928,55221.21499954,,3,"Shull, Brian",,Acorn Drive and Red Oak Street,Harrisonburg,VA,Acorn Industrial and Business Park,,,0,0,0,1,I-81,3,Northern Harrisonburg (Exit #2,State Route 42,0.1,Acorn Drive & Red Oak Street,0,0,,,0,Site,0,,0,350,6,0,0,0,0,0,8,,,,0,0,"POPS, SMDS, CENTREX",0,,1,0,0,,John Loftus,1,0,,0,,0,,,0,0,,0,6,,,Shenandoah Valley Regional Airport,15,Shenandoah Valley Regional Airport,15,,,Harrisonburg Electric Commission,Rockingham County,Verizon,City of Harrisonburg,Columbia Gas of Virginia,Harrisonburg,"Robb, Jeff",,M-1,0,0,1,,,,,,,,3072,20146S,51660,1,1,{9560FE7F-8AC4-4B05-9885-780582A9D255},4.9,6.68,,,275749.372611268,4450.53404361779,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=233330,233330,20164S,1,Rainville Road and Tasker Road,22602,0,51069,0,0,Ominex & Interchange,,,0,,0,343267.61255369,116399.15035706,,,"Barker, Patrick",,Rainville Road and Tasker Road,Winchester,VA,Eastgate Industrial Park,,,0,0,0,1,I-81,3,Exit 307,U.S. Route 522,0.1,Rainville Road & Beechwood Drive,1,0,0,,0,Site,0,,0,,6,0,0,0,0,0,8,,,,1,1,Enhanced service,1,,1,1,1,,Patrick Barker,1,0,,0,,0,,,0,0,,0,12,,,Winchester Regional Airport,5,Washington Dulles International Airport,50,,,Rappahannock Electric Cooperative,Frederick County Sanitation Authority,Verizon,Frederick County Sanitation Authority,Washington Gas (Shenandoah Station),Frederick,"Anders, Devon",,"M-1, Light Industrial",0,1,0,,,,,,,,3469,20164S,51069,1,1,{8FC1D14A-5617-463F-A0CD-649B64995261},25,235,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=115408,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=115408,606832.375102021,6057.42961860404,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20166S,233332,20166S,1,International Pkwy and S Center Dr,24083,0,51023,0,0,Botetourt County,,,0,,0,159765.30000065,-36765.65739163,,3,"Moorman, David",,International Pkwy and S Center Dr,Daleville,VA,Botetourt Center at Greenfield,,,0,0,0,1,I-81,3,Exit #150,U.S. Route 220,0,International Pkwy & S Center Dr,1,0,,,1,Site,0,,0,450,12,0,0,0,0,1,18,,,,1,1,T1,1,0,1,1,0,,John Loftus,1,0,,0,250000,0,,,,10000000,,0,16,,,Roanoke-Blacksburg Regional Airport,13,Roanoke-Blacksburg Regional Airport,13,,,American Electric Power,Botetourt County,Lumos Networks,Botetourt County,Roanoke Gas Company,Botetourt,,,M-2 & POP,0,1,0,,,,,,,,3171,20166S,51023,1,1,{D312DEBB-90EC-4F79-873D-D5EFDE9AB1CD},200,484,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126709,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126709,3597284.13433433,9617.54016257108,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20168S,233334,20168S,1,North Valley Pike and Mount Clinton Pike,22802,0,51165,0,0,Rockingham County,,,0,,0,274477.70003595,57331.70014263,,,"Harvey (GONE), Jenny",,North Valley Pike and Mount Clinton Pike,Harrisonburg,VA,Innovation Village @ Rockingham,,,0,1,0,0,I-81,2,Route 11 North I-81 Exit 251,North Valley Pike/Rt. 11,0,North Valley Pike/Rt. 11,0,0,3,,1,Site,1,n/a,0,,0,0,0,0,0,0,8,4000000,4000000,,1,0,,0,0,1,0,0,,Joan Hollen,1,0,,0,500000,0,,,0,10000000,,0,12,,Norfolk Southern Railway Company,Shenandoah Valley Regional Airport,12,Shenandoah Valley Regional Airport,12,,,Dominion Virginia Power,Rockingham County,Verizon,Rockingham County,Columbia Gas of Virginia,Rockingham,,,"Business, office, light industrial",0,1,0,,,,,,,,3068,20168S,51165,1,1,{8CF2F04F-2DEE-4587-844D-64A502F2AC14},325,365,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=107028,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=107028,1459628.4060432,6258.63433426909,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20175S,233341,20175S,1,Commerce Ctr and Winterberry Ave,24426,0,51005,1,0,Alleghany County,,,0,,0,199497.23478085,-34733.26878957,12.5 KV,,"Slaydon, Herb",,Commerce Ctr and Winterberry Ave,Covington,VA,Alleghany Regional Commerce Center,,,0,0,0,1,I-64,0.25,I-64,U. S. Route 220,0.25,Commerce Center,1,0,,,1,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,1,0,0,,Ann Blair Miller,1,0,,1,,0,1000000,,,,,0,12,,,Greenbrier Valley Airport,40,Roanoke-Blacksburg Regional Airport,54,,,Dominion Virginia Power,Alleghany County,Lumos Networks,Alleghany County,Not Available,Alleghany,,,M-1,0,1,1,,,,,,,,3265,20175S,51005,1,1,{39E272BE-0505-4565-ACBB-589292FEFB72},58,300,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=121666,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=121666,1232745.10932661,12016.9916480973,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20177S,233343,20177S,1,Mill Place Parkway and Lakeview Ct,24482,0,51015,0,0,Augusta County,,,0,,0,243020.89984639,43093.09984037,23 kV,,"Glover, Amanda",,Mill Place Parkway and Lakeview Ct,Verona,VA,Mill Place Commerce Park,,,0,0,0,1,I-81,0.5,Exit 227 - Verona,U.S. Route 11,0.5,Mill Place Pkwy,0,0,0,,1,Site,0,,0,,6,0,0,0,0,0,8,,,,0,0,,0,100,1,0,0,,John Loftus,1,0,,0,1400000,0,,,,2200000,,0,16,,Shenandoah Valley Railroad,Shenandoah Valley Regional Airport,11,Shenandoah Valley Regional Airport,11,,,Dominion Virginia Power,Augusta County Service Authority,Verizon,Augusta County Public Service Authority,Columbia Gas of Virginia,Augusta,,,Planned Commerce,0,1,0,,,,,,,,3285,20177S,51015,1,1,{25DB786A-3B18-462E-BE03-160A89BF5E84},92,400,,,1822979.3320715,12120.4483033889,,
http://virginiascan.yesvirginia.org/site_selection/PropertyDetails.aspx?propertyid=20179S,233344,20179S,1,US-340 and I-64,22980,0,51820,0,0,Private,,,0,,0,228642.35117188,49184.6986348,,3,"Hollen, Joan",,US-340 and I-64,Waynesboro,VA,Waynesboro Town Center Commercial Park,,,0,0,0,0,I-64,0.2,Rosser Avenue,U.S. Route 340,0.2,Shenandoah Village Drive,0,0,,,0,Site,1,,0,15,20,0,0,0,0,0,12,,,,0,0,,1,0,1,1,0,1996-12-23T00:00:00.000Z,Brent Frank,0,0,,1,,0,,,,,,0,8,,,Charlottesville-Albemarle Airport,25,Charlottesville-Albemarle Airport,25,,,Dominion Virginia Power,City of Waynesboro,nTelos,City of Waynesboro,Columbia Gas of Virginia,Waynesboro,,,"C-2, General Business",0,1,1,,,,,,,,3275,20179S,51820,1,1,{4346FE50-51CC-49E7-8EF5-8CC9FDC9F47B},11,11,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=94277,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=94277,51445.5661724643,993.593922555413,,
