X,Y,OBJECTID,GPIN,NAME,ADDRESS,WEB_LINK,SP_Y,SP_X,LATI,LONG_,SUB_CATEGORY,CATEGORY
-76.011389946200566,36.787328405761329,13,24151548070000,Corporate Landing Middle School,1597 CORPORATE LANDING PKWY,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3455733.15846822,12211603.5395221,36.78732841,-76.01138995,Hurricane Shelter Class 1,SHELTERS
-76.140490101057438,36.897120773465794,14,14792498200000,Hermitage Elementary School,1701 PLEASURE HOUSE RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3494723.74452887,12172810.9724224,36.89712077,-76.1404901,Hurricane Shelter Class 2,SHELTERS
-76.181417684066787,36.784791592236736,15,14651344580000,Tallwood High School,1668 KEMPSVILLE RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3453542.22551413,12161850.9851561,36.78479159,-76.18141768,Hurricane Shelter Class 1,SHELTERS
-76.179680980111158,36.895205003381299,16,14691347310000,Bayside Elementary School,5649 BAYSIDE RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3493742.4252973,12161371.4667581,36.895205,-76.17968098,Hurricane Shelter Class 1,SHELTERS
-76.122762115724953,36.798183745948101,17,14758886130000,Parkway Elementary School,4180 OHARE DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3458843.73459613,12178900.3313067,36.79818375,-76.12276212,Hurricane Shelter Class 2,SHELTERS
-76.103749294296122,36.777198253079227,18,14854231010000,Landstown Middle School,2204 RECREATION DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3451346.4293808,12184659.4405233,36.77719825,-76.10374929,Hurricane Shelter Class 1,SHELTERS
-76.142263567667669,36.817086834556697,20,14763516350000,Kempsville Meadows Elementary School,736 EDWIN DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3465580.73030846,12173020.2164265,36.81708684,-76.14226357,Hurricane Shelter Class 2,SHELTERS
-76.189960581570347,36.768130725724262,21,14549755950000,Centerville Elementary School,2201 CENTERVILLE TPKE,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3447416.74760763,12159498.3468167,36.76813073,-76.18996058,Hurricane Shelter Class 2,SHELTERS
-76.197028597192698,36.779710298799706,22,14557124390000,Tallwood Elementary School,2025 KEMPSVILLE RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3451580.86099854,12157325.7868574,36.7797103,-76.1970286,Hurricane Shelter Class 2,SHELTERS
-76.02766288714821,36.859624721591935,23,24086211840000,Linkhorn Park Elementary School,977 FIRST COLONIAL RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3481920.92039704,12206150.5031841,36.85962472,-76.02766289,Hurricane Shelter Class 2,SHELTERS
-76.051842560274793,36.887376344640018,24,14998186570000,Cox High School,2425 SHOREHAVEN DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3491837.13383229,12198816.8108306,36.88737635,-76.05184256,Hurricane Shelter Class 1,SHELTERS
-76.018380717488256,36.766298234637595,25,24049767130000,Strawbridge Elementary School,2553 STRAWBRIDGE RD,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3448025.15354305,12209758.3056798,36.76629824,-76.01838072,Hurricane Shelter Class 2,SHELTERS
-76.139075428758105,36.773335973323292,26,14754031760000,Glenwood Elementary School,2213 ROUND HILL DR,http://www.vbgov.com/residents/emergency-preparedness/pages/emergency%20shelters.aspx,3449680.01210996,12174351.5077271,36.77333597,-76.13907543,Hurricane Shelter Class 2,SHELTERS
