X,Y,Available,Address,AddressZip,Name,BrownField,ContactURL,Phase,Voltage,EnvAuditI,EnvAuditII,FIPS,HubZone,ModifiedBy,OfficePark,OwnerName,OwnerPhone,OwnerEmail,SalePrice,Sale,Waterway,Wetlands,LAMBERT_X,LAMBERT_Y,OFFICIAL,TYPE,HYPERLINK,ACCURACY,Latitude,Longitude,TownFips,contact,Floor_Type,Lease_Type,recent_use,Roof_Type,Town,HeatedManu,OBJECTID,PropertyID,Proprty_ID_Text,PROPERTY_NO,GlobalID,AvailableDate,ClientID,ClientRecordID,ClientTimestamp,AddressStreet,AddressCity,AddressState,PropertyName,ContactID,ContactBrokerID,DEQStatusLetter,ElectricAmperageID,ResearchPark,ElectricProviderID,ElectricPhaseID,ElectricRedundant,ElectricSecondaryProviderID,ElectricVoltageID,FeaturedLocation,ForeignTradeZone,HighwayAccessName,HighwayArteryDistance,HighwayArteryName,HighwayInterchangeName,HighwayInterDistance,HighwayInterName,IndustrialPark,ModifiedDate,NaturalGasDistance,NaturalGasProviderID,NaturalGasOnSite,NaturalGasLineSize,NaturalGasPressure,NaturalGasPropaneEquipped,NatureOfContamination,NewMarketTaxCreditZone,PropertyType,PubliclyOwned,PublicTransportationName,RailroadDistance,RailroadID,RailroadSecondID,RailroadSiding,RailAccess,RemediationPlan,SewerAvailableCapacityToProp,SewerLineSize,SewerOnSiteTreatmentPlant,SewerProviderDistance,SewerProviderID,SewerTreatmentPlantTotalCap,SewerOnSite,SepticCapacity,SepticSystem,ShowOnVAScan,SubmittedBy,SubmittedDate,TechnologyZone,TelecommDigital,TelecommFiber,TelecommFiberOpticLine,TelecommISDN,TelecommOther,TelecommRedundantRoute,TelecommWirelessBroadband,TelecommBroadbandLevel,TownCommunityID,VAEnterpriseZone,WaterAvailableCapacityToProp,WaterProviderDistance,WaterProviderID,WaterLineSize,WaterOnSiteTreatmentPlant,WaterTankCapacity,WaterTreatmentPlantTotalCap,WaterwayChannelDepth,WaterwayName,WellCapacity,WithinCorporateLimits,ZoningConform,ZoningRestrictions,ZoningClassification,ZoningRestrictionsText,brokercontact,LocalityName,GasProvider,WaterProvider,TelecommProvider,SewerProvider,electricprovider,secondaryelectricprovider,Amps,AirportCommDistance,AirportCommercial,AirportGenDistance,AirportGeneral,RailProviderName,SecondaryRailProviderName,Sprinkler_Type,VirtualVARegionID,ConstructionType,HeatedWarehouse,SpaceTotalAvailable,CeilingHeightCenter,industrialceilingheight,officeceilingheight,LargestContParcel,AcreageTotal,imageURL,thumbnailURL
-76.249543481324054,36.783529727286329,1,400 Woodlake Drive,23320,400 Woodlake Drive,0,,3,277/480,0,0,51550,0,MMende,0,"Associated Distributors, Inc.",,,,0,0,0,,,1,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=236178,1,,,,"Bass (GONE), Monica",Concrete,Net,Distribution,Metal,,Natural Gas,12651,236178,236178,,{08454395-2749-4306-BE00-97BBFC788EBF},,,,,400 Woodlake Drive,Chesapeake,VA,400 Woodlake Drive,5833,,0,18,0,53,3,0,,95,0,0,Woodlake Drive,0.5,Greenbrier Parkway,,1,I-64,1,2013-05-01T16:35:53.000Z,0,11,1,0,,0,,0,Industrial,0,,0,2,,1,1,0,,6,0,0,244,,1,,0,1,Fhr,1996-03-29T00:00:00.000Z,0,0,0,,0,,0,0,,,0,,0,235,2,0,,,,,,1,1,0,M-1,,,Chesapeake,Virginia Natural Gas,City of Chesapeake,Cox Communications,Hampton Roads Sanitation District,Dominion Virginia Power,,800,15,Norfolk International Airport,15,Norfolk International Airport,CSX Transportation,,Wet,23,Masonry & Metal,Natural Gas,80500,21,21,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=96039,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=96039
-77.437120537384033,37.705824801327921,1,11126 Air Park Road,23005,11126 Air Park Road,0,,,,0,0,51085,0,sdeusebio,0,A C C U Associates,,,,0,0,0,,,1,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=236845,1,,,,"Deusebio, Susan",Concrete,Triple Net          ,Warehouse,Built-Up on Metal Deck,,,12652,236845,236845,,{533CD60A-306F-405C-9FEF-2EF27D15E381},,{A5752242-D353-4ABF-90A7-2F689B609F2E},,,11126 Air Park Road,Ashland,VA,11126 Air Park Road,193,4253,0,,0,53,,0,,,0,0,Air Park Rd/State Rt 813,0.6,Sliding Hill Rd/State Rt 656,Sliding Hill Rd/Exit 86,1.5,I-95,1,2015-05-15T11:21:37.000Z,0,11,1,0,,0,,0,Industrial,0,,0,,,0,0,0,,0,0,0,245,,1,,0,0,Michelle Mende,,0,0,0,,0,,0,0,,,0,,0,273,0,0,,,,,,0,1,0,M-3,,"Cox, Kevin",Hanover,Virginia Natural Gas,Hanover County,Cavalier Telephone Company,Hanover County,Dominion Virginia Power,,,21.4,Richmond International Airport,0.08,Hanover County Municipal Airport,,,,15,Masonry & Metal,,3000,22,18,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126750,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126750
-76.380283682088233,36.779280351467428,1,1100 International Plz - Unit B,23323,1100 International Plz,0,,,,0,0,51550,0,MMende,0,Kogok Corporation,,,,1,0,0,,,1,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242950,1,,,,"Bass (GONE), Monica",Concrete,Triple Net          ,Warehouse/Distribution,,,,12654,242950,242950,,{9277C22D-54B7-4A38-94DB-259C7DCC9551},,,,,1100 International Plz - Unit B,Chesapeake,VA,1100 International Plz,5833,4488,0,,0,53,,0,,,0,0,International Plz S,1.5,S Military Hwy (US 13),,1.5,I-64,0,2013-05-01T16:41:19.000Z,0,11,1,,,0,,0,Industrial,0,,,,,0,0,0,,,0,0,214,,1,,0,1,abarber,2012-04-05T14:30:42.000Z,0,0,0,,0,,0,0,,,0,,0,272,,0,,,,,,1,1,0,M-1,,"Dickinson, Charles",Chesapeake,Virginia Natural Gas,Hampton Roads Sanitation District Commission,Cox Communications,City of Chesapeake,Dominion Virginia Power,,,21,Norfolk International Airport,13,Chesapeake Regional Airport,,,,23,Metal,,40000,30,22,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=96058,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=96058
-77.507083406456502,38.308308544694,1,3430 Fall Hill Ave,22401,Graves Court @ Fall Hill to Cowan - 3430 Fall Hill Ave,0,,,,0,0,51630,1,MMende,0,"Nelson A. Graves, Jr., & Joyce D. Graves c/o Billie Graves",(804) 467-5767,billieleegraves@aol.com,4000146,0,0,0,,,1,S,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242953,1,,,,"Peregoy, Amy",,,,,,,12659,242953,242953,,{158D5B7A-6F3B-451F-AE91-2496692369AF},,,1008,,3430 Fall Hill Ave,Fredericksburg,VA,Graves Court @ Fall Hill to Cowan - 3430 Fall Hill Ave,6930,,0,,0,53,,0,,,0,0,Fall Hill Ave. & Cowan Blvd.,0,Fall Hill Avenue,I95 & Route 3   Exit 130,2,I-95,0,2014-10-30T10:59:48.000Z,200,5,0,,,0,,0,Site,0,"Bus,",,,,0,0,0,,,0,0,220,,1,,0,1,DHurt1,2012-04-10T13:45:00.000Z,0,0,1,,0,,0,0,,,0,,0,240,,0,,,,,,1,0,0,Residential,,,Fredericksburg,Columbia Gas of Virginia,City of Fredericksburg,Verizon,City of Fredericksburg,Dominion Virginia Power,,,50,Ronald Reagan Washington National Airport,12,Stafford Regional Airport,,,,16,,,,,,,34.730000,34.730000,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118400,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118400
-77.472109182516462,38.283761132898832,1,470 Central Rd,22401,Battlefield Industrial Park Building #2 - 470 Central Rd,0,,1 & 3,,0,0,51630,1,MMende,0,"C & S Properties Holding Co., Ltd.",,,1050000,1,0,0,,,1,F,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242959,1,,,,"Peregoy, Amy",Mixed,,FLEX,,,,12662,242959,242959,,{A9A0B664-FC82-45CB-B1F5-2DB0A5902A24},,,1006,,470 Central Rd,Fredericksburg,VA,Battlefield Industrial Park Building #2 - 470 Central Rd,6930,6501,0,11,0,53,11,0,,,0,0,Central Road,1,VA Rt. 3 (Blue Gray Pkwy.),,2,I-95,1,2014-10-30T11:00:22.000Z,0,5,1,,,0,,0,Flex,0,,,,,0,0,0,,,0,0,220,,1,,0,1,DHurt1,2012-04-12T13:11:20.000Z,0,0,1,,0,,0,0,,,0,,0,240,,0,,,,,,1,1,0,Industrial,,"Colangelo, Michael",Fredericksburg,Columbia Gas of Virginia,City of Fredericksburg,Verizon,City of Fredericksburg,Dominion Virginia Power,,400,53,Ronald Reagan Washington National Airport,13,Stafford Regional Airport,,,,16,Masonry & Metal,,9100,24,20,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118407,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118407
-77.472138911143887,38.284325528949857,1,460 Central Rd,22401,Battlefield Industrial Park Building #1 - 460 Central Rd,0,,3,,0,0,51630,1,MMende,0,C&S Properties Holding Co. Ltd.,,,1450000,1,0,0,,,1,F,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242960,1,,,,"Peregoy, Amy",Mixed,,FLEX,,,,12663,242960,242960,,{FE47958B-82C1-4821-932C-DB7C0FA3269C},,,1005,,460 Central Rd,Fredericksburg,VA,Battlefield Industrial Park Building #1 - 460 Central Rd,6930,2570,0,11,0,53,3,0,,,0,0,Central Road,1,VA Rt. 3 (Blue Gray Pkwy.),,2,I-95,1,2014-10-30T11:00:33.000Z,0,5,1,,,0,,0,Flex,0,,,,,0,0,0,,,0,0,220,,1,,0,1,DHurt1,2012-04-12T13:12:11.000Z,0,0,1,,0,,0,0,,,0,,0,240,,0,,,,,,1,1,0,Industrial,,"Johnson, Fitz",Fredericksburg,Columbia Gas of Virginia,City of Fredericksburg,Verizon,City of Fredericksburg,Dominion Virginia Power,,400,53,Ronald Reagan Washington National Airport,13,Suffolk Executive Airport,,,,16,Masonry & Metal,,13000,24,20,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118410,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118410
-79.168526037541497,37.374663233766036,1,4225 Murray Pl,24501,4225 Murray Place,0,,,,0,0,51680,0,ABentson1,0,WORLD COLOR PROCUREMENT LLC,,,475000,1,0,0,,,1,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242963,1,,,51680,"Upshur, Marjette",Concrete,,Manufacturing,,Lynchburg,,12665,242963,242963,,{D0DF3774-C09B-4767-8B76-507588FF8F1E},,,1469,,4225 Murray Pl,Lynchburg,VA,4225 Murray Place,4540,2895,0,,0,36,,0,,,0,0,Murray,0.2,460,,45,I-64,0,2015-02-27T15:23:52.000Z,0,5,1,,,0,,1,Industrial,0,,,,,0,0,0,,,0,0,223,,1,,0,1,mglass,2012-04-12T18:25:12.000Z,1,0,1,0,0,,0,0,,,1,,0,244,,0,,,,,,1,1,0,I-3,,"Read, Richard",Lynchburg,Columbia Gas of Virginia,City of Lynchburg,Verizon,City of Lynchburg,American Electric Power,,,5,Lynchburg Regional Airport,6,Falwell Airport,,,,11,Metal,,46038,36,20,,,,,
-77.600627060657445,37.509060706156262,1,1281 Carmia Way,23235,Chesterfield Marketplace (1285 Carmia Way),0,,,,0,0,51041,0,bdelvillar,0,Regional Center Mall,,,1000000,1,0,0,,,0,R,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242966,1,,,,"DelVillar, Barbara",Concrete,Triple Net          ,Retail,,,,12666,242966,242966,,{559486CD-A8AE-4E77-9C72-CBE3B3E01330},Immediately,,,,1281 Carmia Way,Richmond,VA,Chesterfield Marketplace (1285 Carmia Way),3443,5487,0,,0,53,,0,,,0,0,Midlothian Tpk,0,Rt 60,,1,I-176,0,2015-05-13T08:13:13.000Z,0,25,0,,,0,,0,Retail,0,,,,,0,0,0,,,0,0,211,,1,,0,0,bdelvillar,2012-04-17T16:33:49.000Z,0,0,0,,0,,0,0,,,0,,0,231,,0,,,,,,0,0,0,C-3,,"Jones, Susan",Chesterfield,Not Available,Chesterfield County,Verizon,Chesterfield County,Dominion Virginia Power,,,25,Richmond International Airport,9,Chesterfield County Airport,,,,15,Masonry,,17408,,,,,,,
-77.486252405703183,38.342309253256843,1,372 Warrenton Rd,22405,"US 17, I-95 and Hornets Nest Lane (45 39)",0,,,,0,0,51179,0,SKirkpatrick1,0,Marty Miller,540-226-5089,martinmiller.esq@gmail.com,5750000,0,0,0,,,0,S,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242968,1,,,,"Cobert, Richard",,,,,,,12669,242968,242968,,{1019B73B-139F-415D-A976-D148220D8441},,,,,372 Warrenton Rd,Falmouth,VA,"US 17, I-95 and Hornets Nest Lane (45 39)",6434,6547,0,,0,53,,0,,,0,0,US17 Warrenton Rd,0,US17,Exit 133 / Falmouth,0,I-95,0,2013-12-05T14:25:17.000Z,0,5,1,,,0,,0,Site,0,,,,,0,0,0,,,0,0,268,,1,,0,1,KCopley12,2012-04-18T12:07:10.000Z,0,0,0,,0,,0,0,,,0,,0,298,,0,,,,,,0,0,0,B2,,"Miller, Martin",Stafford,Columbia Gas of Virginia,Stafford County Utilities,Verizon South,Stafford County Utilities,Dominion Virginia Power,,,40,Ronald Reagan Washington National Airport,4,Stafford Regional Airport,,,,16,,,,,,,50,50,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=106627,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=106627
-77.316996645552791,37.350326950964231,1,13203 N Enon Church Rd,23836,Rivers Bend East office building,0,,,,0,0,51041,0,bdelvillar,0,Rivers Bend East Off Group,,,,0,0,0,,,1,O,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242971,1,,,,"DelVillar, Barbara",Concrete,Full Service,Office,,,,12672,242971,242971,,{996E791E-2203-4129-9CFC-C23573EA6B97},vacant,,,,13203 N Enon Church Rd,Chester,VA,Rivers Bend East office building,3443,5742,0,,0,53,,0,,,0,0,West Hundred Rd,1,Rt 10,,1,I-295,0,2014-11-13T14:40:32.000Z,0,5,1,,,0,,0,Office,0,,,,,0,0,0,,,0,0,211,,1,,0,1,bdelvillar,2012-04-20T13:32:27.000Z,0,0,0,,0,,0,0,,,0,,0,231,,0,,,,,,0,1,0,I3,,"Braun, Matt",Chesterfield,Columbia Gas of Virginia,Chesterfield County,Verizon,Chesterfield County,Dominion Virginia Power,,,18.4,Richmond International Airport,15,Chesterfield County Airport,,,,15,Masonry,,42640,,,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119200,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119200
-77.462264285807152,38.384083415492583,1,68 Oakenwold Ln,22406,68 Oakenwold Ln (3780),0,,,,0,0,51179,0,skirkpatrick1,0,Michelle Moncure,,,9750000,0,0,0,,,1,S,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242972,1,,,,"Cobert, Richard",,,,,,,12673,242972,242972,,{46576859-AD6B-4898-A531-DD7FEAC7F6CF},,,,,68 Oakenwold Ln,Fredericksburg,VA,68 Oakenwold Ln (3780),6434,2610,0,,0,53,,0,,,0,0,Oakenwold Ln,0,US 1,Exit 136 / Centreport Pkwy,0,I-95,0,2015-05-15T11:57:58.000Z,0,5,1,,,0,,0,Site,0,,,,,0,0,0,,,0,0,268,,1,,0,0,KCopley12,2012-04-20T13:34:09.000Z,0,0,0,,0,,0,0,,,0,,0,298,,0,,,,,,0,1,0,A-1,,"Knight, Jo",Stafford,Columbia Gas of Virginia,Stafford County Utilities,Verizon South,Stafford County Utilities,Dominion Virginia Power,,,40,Ronald Reagan Washington National Airport,0,Stafford Regional Airport,,,,16,,,,,,,232,232,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126806,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126806
-79.926072260868736,37.266513501723352,1,929 Murray Ave SE,24013,Fellowship Baptist Church Building,0,,,,0,0,51770,1,john@roanoke.org,0,Fellowship Baptist Church,540-342-0881,,1900000,1,0,0,,,0,O,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242975,1,,,,"Hull, John",Concrete,,church,,,,12677,242975,242975,,{FB6592DD-7D0C-4590-AA9D-EFF495478BFB},4-24-12,,,,929 Murray Ave SE,Roanoke,VA,Fellowship Baptist Church Building,6112,5871,0,,0,72,,0,,,0,1,Murray Avenue,0.3,Route 24,6,1.3,I-581,0,2013-07-18T10:02:31.000Z,0,7,1,,,0,,1,Office,0,"Bus,",,,,0,0,0,,,0,0,263,,1,,0,0,john@roanoke.org,2012-04-24T12:41:40.000Z,0,0,0,,0,,0,0,,,0,,0,289,,0,,,,,,1,1,0,IN,,"Williams, Ralph",Roanoke City,Roanoke Gas Company,Western Virginia Water Authority,Cox Communications,Western Virginia Water Authority,Appalachian Power,,,5.8,Roanoke-Blacksburg Regional Airport,5.8,Roanoke-Blacksburg Regional Airport,,,,5,Brick,,35132,,,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=100163,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=100163
-77.126474878973866,36.628754901440672,1,22334 General Thomas Hwy,23874,Former BB&T,0,,,,0,0,51175,0,ajarratt1,0,private,,,199000,1,0,0,,,0,R,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242976,1,,,,"Jarratt, Amanda",Concrete,,Bank,,,,12678,242976,242976,,{19CF2244-7DCB-44CE-BD4D-5AC72DEF040C},,,,,22334 General Thomas Hwy,Newsoms,VA,Former BB&T,6293,,0,,0,53,,0,,,0,0,General Thomas Hwy,10,U.S. Route 58,,50,I-664,0,2014-11-04T12:16:28.000Z,0,25,0,,,0,,0,Retail,0,,,,,0,0,0,,,0,0,365,,1,,0,0,MMende,2012-04-24T13:50:02.000Z,0,0,0,,0,,0,0,,,0,,0,417,,0,,,,,,0,1,0,C,,,Southampton,Not Available,Southampton County,Verizon,Southampton County,Dominion Virginia Power,,,60,Norfolk International Airport,10,Franklin Municipal Airport,,,,23,Brick,,1700,,,,,,,
-77.42114729235017,38.478350253153415,1,Worth Avenue,22556,Worth Avenue Development,0,,,,0,0,51179,0,MMende,0,"Silver Properties, LLC",,,,1,0,0,,,1,O,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242978,1,,,,"Cobert, Richard",Concrete,,New,,,,12680,242978,242978,,{AE56791D-7402-4085-B38C-23CB5AEEE79C},,,,,Worth Avenue,Stafford,VA,Worth Avenue Development,6434,6525,0,,0,53,,0,,,0,0,Garrisonville,0.1,Route 610,Exit 144,1,I-95,0,2014-05-02T15:21:49.000Z,0,25,0,,,0,,0,Office,0,,,,,0,0,0,,,0,0,268,,1,,0,1,KCopley12,2012-04-25T14:09:07.000Z,0,0,0,,0,,0,0,,,0,,0,298,,0,,,,,,0,1,0,B-2,,"Keddie, Ben",Stafford,Not Available,Stafford County Utilities,AT&T,Stafford County Utilities,Dominion Virginia Power,,,38.4,Ronald Reagan Washington National Airport,9,Stafford Regional Airport,,,,16,Brick,,39216,,,,,,,
-76.300245416688838,36.835056626539462,1,325-327 High St,23704,325-327 High St,0,,,,0,0,51740,0,edtemp,0,Progressive Portsmouth LLC,,,475000,1,0,0,,,0,R,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242986,1,,,,"Rigney, Charles",Mixed,Triple Net          ,Retail,,,,12688,242986,242986,,{E4CE0896-27AA-4ADC-BD84-CBB66C7F7972},,,242986,,325-327 High St,Portsmouth,VA,325-327 High St,5803,6837,0,,0,53,,0,,,0,1,High St/Rt. 17,0,High St/Rt. 17,Effingham St/#7,0.2,I-264,0,2015-02-23T13:16:58.000Z,0,5,1,,,0,,0,Retail,0,"Bus,",,,,0,0,0,,,0,0,244,,1,,0,0,zhagins1,2012-05-01T15:16:10.000Z,0,0,0,,0,,0,0,,,1,,0,250,,0,,,,,,1,1,0,UR-H,The T5 (Urban Center) subdistrict contains a higher density mix of uses with primarily retail space at the ground floor.,"Goodwin, Tony",Portsmouth,Columbia Gas of Virginia,City of Portsmouth,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,11.4,Norfolk International Airport,9.8,Hampton Roads Executive Airport,,,,23,Brick,,6400,,,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=123969,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=123969
-76.352737924314965,36.769785543320751,1,3516 S Military Hwy,23323,Prologis Chesapeake Facility,0,,,,0,0,51550,0,MMende,0,Prologis,,,,1,0,0,,,1,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242987,1,,,,"Bass (GONE), Monica",Concrete,Triple Net          ,Distribution,Metal,,Gas,12689,242987,242987,,{FF805D31-FF43-48D3-AE17-515B4DB0AB10},30 days,,,,3516 S Military Hwy,Chesapeake,VA,Prologis Chesapeake Facility,5833,2758,0,,0,53,,0,,,0,0,Military Highway,0.1,Military Highway/Route 13,Military Highway/Exit 297,0.5,I-64,0,2013-05-03T08:39:14.000Z,0,11,1,,,0,,0,Industrial,0,,,,,0,0,0,,,0,0,244,,1,,0,1,JLoftus,2012-05-01T15:16:25.000Z,0,0,1,,0,,1,0,,,0,,0,235,,0,,,,,,0,1,0,Industrial,,"Williamson, Ashton",Chesapeake,Virginia Natural Gas,City of Chesapeake,Verizon,Hampton Roads Sanitation District,Dominion Virginia Power,,,18,Norfolk International Airport,5,Hampton Roads Executive Airport,,,ESFR,23,Masonry & Metal,Gas Fired,130860,24,24,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=96140,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=96140
-78.930752264024335,38.083392987255763,1,100 Community Dr,22980,Community Drive Site,0,,,,0,0,51820,0,ghitchin1,0,"WMBF, LLC",,,,0,0,0,,,0,S,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242988,1,,,,"Hitchin, Gregory",,,,,,,12690,242988,242988,,{F0D3BA93-CCDA-44DF-BCB1-08183E197632},,,,,100 Community Dr,Waynesboro,VA,Community Drive Site,5954,5844,0,,0,53,,0,,,0,0,Route 250 & Community Drive,0,Rt 250,,3,I-64,0,2012-05-22T15:22:33.000Z,5,5,0,,,0,,0,Site,0,,,,,0,0,0,,,0,5,231,,0,,0,0,SDuffy1,2012-05-02T16:17:58.000Z,0,0,1,,0,,0,0,,,0,,5,257,,0,,,,,,0,0,0,HB,,"Dowdy Wilfong, Keri",Waynesboro,Columbia Gas of Virginia,City of Waynesboro,nTelos,City of Waynesboro,Dominion Virginia Power,,,25,Shenandoah Valley Regional Airport,25,Shenandoah Valley Regional Airport,,,,6,,,,,,,0.678000,0.678000,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=83606,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=83606
-78.897781302771619,38.073514733164636,1,1301 West Broad Street,22980,Gateway Park Shopping Center,0,,,,1,0,51820,0,ghitchin1,1,"Waynesboro Investments, LLC- owner is a licensed real estate broker",(434) 971-5830,hal@brownfieldrealtyinc.com,,0,0,0,,,0,F,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242989,1,,,,"Hitchin, Gregory",Concrete,,Retail,,,,12691,242989,242989,,{C306D822-A5E8-4234-B532-324F0E0866D9},,,,,1301 West Broad Street,Waynesboro,VA,Gateway Park Shopping Center,5954,2873,0,,1,53,,0,,,0,0,Route 340,0,Route 250,,2,I-64,1,2012-05-22T15:22:16.000Z,0,5,1,,,0,,0,Retail,0,,,,,0,0,0,,,0,0,231,,1,,0,0,SDuffy1,2012-05-02T16:18:07.000Z,0,0,0,,0,,0,0,,,1,,0,257,,0,,,,,,1,1,0,0,,"Brownfield, Hal",Waynesboro,Columbia Gas of Virginia,City of Waynesboro,nTelos,City of Waynesboro,Dominion Virginia Power,,,12,Shenandoah Valley Regional Airport,12,Shenandoah Valley Regional Airport,,,,6,Masonry,,29922,0,0,,,,,
-80.053352354872956,37.282607866982318,1,911-915 S Colorado St,24153,911-915 S Colorado Street,0,,,,0,0,51775,0,jhough,0,David A. DeMarco,,,175800,1,0,0,,,0,O,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242990,1,,,,"Payne, Melinda",Mixed,Yearly              ,Office,,,,12692,242990,242990,,{0F0B7CE8-E02D-48A5-97CB-F5F8A210A7D8},,,,,911-915 S Colorado St,Salem,VA,911-915 S Colorado Street,4759,,0,,0,40,,0,,,0,0,S Colorado Street,1,Route 311/Thompson Memorial Dr.,,2.4,I-81,0,2014-06-24T11:31:16.000Z,0,7,1,,,0,,0,Office,0,,,,,0,0,0,,,0,0,354,,1,,0,0,jhough,2012-05-03T09:28:17.000Z,0,0,0,,0,,0,0,,,0,,0,254,,0,,,,,,1,0,0,HBD Highway Business District,,,Salem,Roanoke Gas Company,City of Salem,Verizon,City of Salem,City of Salem,,,10,Roanoke-Blacksburg Regional Airport,10,Roanoke-Blacksburg Regional Airport,,,,5,Brick,,2341,,,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=114578,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=114578
-80.066791081900121,37.286956665443036,1,594 Roanoke Street,24153,594 Roanoke Street,0,,,,0,0,51775,0,jhough,0,R Nelson Hylton Rev. Trust,,,,0,0,0,,,0,I,http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=242991,1,,,,"Payne, Melinda",Concrete,Monthly             ,Warehouse,,,,12693,242991,242991,,{F9F673AA-6839-431E-AA76-024B0241E6ED},,,,,594 Roanoke Street,Salem,VA,594 Roanoke Street,4759,5588,0,,0,40,,0,,,0,0,Roanoke Street,0.1,Alt 11/460,,3,I-81,0,2012-05-03T09:28:25.000Z,0,7,1,,,0,,0,Industrial,0,,,,,0,0,0,,,0,0,354,,1,,0,0,jhough,2012-05-03T09:28:25.000Z,0,0,0,,0,,0,0,,,0,,0,254,,0,,,,,,1,0,0,LM Light Manufacturing,,"Hall, Lynn",Salem,Roanoke Gas Company,City of Salem,Verizon,City of Salem,City of Salem,,,10,Roanoke-Blacksburg Regional Airport,10,Roanoke-Blacksburg Regional Airport,,,,5,Brick,,1900,14,14,,,,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=82848,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=82848
