Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”,Name: “Table 1 of 1 on page 16 of 23”
1.5,meters,meters,,in,thickness.,thickness.,thickness.,,Depths,Depths,on,the,records,records,records,,are,relative,relative,relative,to,the,,towfish,towfish,J
and,are,not,not,truly,truly,representative,representative,representative,representative,representative,of,water,water,depth.,depth.,depth.,,,,,,,,,,
,,,,,,,,,,Sample,Sample,Analysis,Analysis,Analysis,,,,,,,,,,,,I
,The,,results,results,results,of,the,,analyses,analyses,for,most,most,of,,the,samples,samples,,taken,taken,during,during,during,this,
study,,are,indicated,indicated,indicated,indicated,on,the,Table.,Table.,Heavy-mineral,Heavy-mineral,Heavy-mineral,Heavy-mineral,Heavy-mineral,Heavy-mineral,analyses,analyses,analyses,were,,not,made,made,for,]
samples,samples,composed,composed,composed,composed,of,coarse-,coarse-,coarse-,to,granular-sized,granular-sized,granular-sized,granular-sized,granular-sized,,shells,,or,shell,shell,hash.,hash.,hash.,The,
samples,samples,,were,,split,split,and,,sieved,sieved,at,!,0,intervals.,intervals.,intervals.,intervals.,,Heavy,Heavy,minerals,minerals,minerals,,were,
separated,separated,separated,from,from,the,the,unsieved,unsieved,unsieved,split,split,using,using,bromoform,bromoform,bromoform,bromoform,(SG=2.85).,(SG=2.85).,(SG=2.85).,(SG=2.85).,The,The,,heavy,
minerals,minerals,,were,were,,further,further,,subdivided,subdivided,subdivided,into,into,six,six,,fractions,fractions,fractions,using,using,,a,Frantz,Frantz,
isodynamic,isodynamic,isodynamic,,"separator,","separator,","separator,","separator,",with,,current,current,settings,settings,settings,,at,"0.4,","0.4,","0.8,","0.8,","1.0,",,,and,1.2,
"amperes,","amperes,",,and,a,hand,hand,magnet.,magnet.,,Each,fraction,fraction,fraction,was,was,then,then,weighed.,weighed.,weighed.,Minerals,Minerals,Minerals,Minerals,were,
identified,identified,identified,,by,binocular,binocular,binocular,,microscope,microscope,microscope,and,X-ray,X-ray,,"analysis,","analysis,","analysis,",and,and,their,their,relative,relative,relative,]
abundance,abundance,abundance,was,was,estimated,estimated,estimated,,optically.,optically.,optically.,Weights,Weights,Weights,of,of,minerals,minerals,,occurring,occurring,occurring,,in,more,
than,one,one,fraction,fraction,fraction,,of,a,sample,sample,were,"summed,","summed,","summed,",,and,the,,final,final,tabulation,tabulation,tabulation,tabulation,is,
shown,,in,the,,Table.,Table.,,A partial,A partial,A partial,analysis,analysis,,of,some,some,samples,samples,samples,is,also,,shown,shown,in,
the,Table.,Table.,,In,,decreas i ng,decreas i ng,decreas i ng,order,order,of,"abundance,","abundance,","abundance,","abundance,",,the,overa 11,overa 11,,compos iti on,compos iti on,compos iti on,compos iti on,of,o
the,heavy,heavy,,minerals,minerals,minerals,is,,"hornblende,","hornblende,","hornblende,","zircon,","zircon,","zircon,",and,and,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,staurolite-ilmenite.,The,
average,average,weight,weight,weight,percent,percent,percent,of,heavy,heavy,minerals,minerals,minerals,in,the,the,Smith,,Island,Island,site,site,is,,about,
8 percent.,8 percent.,8 percent.,,,,,,,,,,,,,,,,,,,,,,,,]
,,,,,,,,,,,DISCUSSION,DISCUSSION,DISCUSSION,DISCUSSION,,,,,,,,,,,,
,,,,,,,,,,Smith,Smith,Island,Island,,Site,Site,,,,,,,,,,
,When,When,the,the,data,,on,bottom,bottom,"topography,","topography,","topography,",,analyses,analyses,analyses,of,the,,"samples,","samples,",,side-scan,side-scan,side-scan,]
"sonar,","sonar,",and,and,subbottom,subbottom,subbottom,subbottom,profiler,profiler,profiler,information,information,information,information,,are,"combined,","combined,","combined,","combined,",the,,following,following,following,
interpretation,interpretation,interpretation,interpretation,interpretation,,becomes,becomes,becomes,,apparent.,apparent.,apparent.,,The,The,,"discontinous,","discontinous,","discontinous,","discontinous,",,,uppermost,uppermost,uppermost,
seismostratigraphic,seismostratigraphic,seismostratigraphic,seismostratigraphic,seismostratigraphic,seismostratigraphic,seismostratigraphic,layer,layer,(layer,(layer,1),is,composed,composed,composed,composed,of,fine,,and,very,,fine,fine,sand,]
(mean,,grain,grain,size,size,about,about,,3.0,0),and,contains,contains,contains,,the,highest,highest,,concentrations,concentrations,concentrations,concentrations,concentrations,of,
heavy,,mi nera 1 s.,mi nera 1 s.,mi nera 1 s.,,Where,Where,,"exposed,","exposed,",1 ayer,1 ayer,2,is,,composed,composed,,of,coa rse,coa rse,sands,sands,sands,and,
forms,,some,,of,the,,dark,,patterns,patterns,on,the,,side-scan,side-scan,side-scan,side-scan,sonograms.,sonograms.,sonograms.,,The,,highest,highest,]
concentrations,concentrations,concentrations,concentrations,concentrations,of,,heavy,heavy,minerals,minerals,occur,occur,,on,the,the,flanks,flanks,of,the,the,topographic,topographic,topographic,topographic,
ridges.,ridges.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Wachapreague,Wachapreague,Wachapreague,Wachapreague,Inlet,Inlet,and,,Quinby,Quinby,Inlet,Inlet,Sites,Sites,,,,,,
,No,seismic,seismic,seismic,,or,side-scan,side-scan,side-scan,sonar,sonar,surveys,surveys,,were,were,made,in,these,these,areas,areas,areas,because,because,
of,rough,rough,seas,seas,at,,the,time,,of,the,scheduled,scheduled,scheduled,scheduled,cruises.,cruises.,cruises.,,Five,samples,samples,samples,samples,were,
taken,,off,Quinby,Quinby,Quinby,Inlet,Inlet,(Ql-Q5),(Ql-Q5),(Ql-Q5),and,two,samples,samples,samples,,were,taken,taken,off,,Wachapreague,Wachapreague,Wachapreague,Wachapreague,J
"(WI,",W2),W2),(Figure,(Figure,(Figure,3).,3).,~lineralogy,~lineralogy,~lineralogy,of,these,these,,samples,samples,samples,is,shown,shown,in,the,the,Table.,Table.,
The,analyses,analyses,analyses,,of,these,these,samples,samples,samples,indicate,indicate,,that,,coarse,coarse,materials,materials,materials,materials,contain,contain,contain,low,
percentages,percentages,percentages,percentages,of,heavy,heavy,heavy,"minerals,","minerals,","minerals,",and,that,,the,fine-grained,fine-grained,fine-grained,fine-grained,fine-grained,materials,materials,materials,materials,contain,contain,1
,,,,,,,,,,,,12,,,,,,,,,,,,,,]
