X,Y,OBJECTID,ADDRKEY,STKEY,SEGKEY,MAPNO,SUBAREA,UNITID,XCOORD,YCOORD,HYD_ID,MAJOR,PIPEOF,SHAPE_1,TWIDTH,BWIDTH,HEIGHT,MATERIAL,TYPE,ORIG_TABLE,STRUC_ID,STRUC_TYPE,TOP_ELEV,EAST_PIPE_,WEST_PIPE_,NORTH_PIPE,SOUTH_PIPE,COMPKEY,YEAR_BUILT,P_CONF,STRUCT_NAM,COMPTYPE,SURVEY_ID,FLDSURVEY,BMP_ID,WTRSHD
-76.061765702144456,36.870229234315914,11,0,0,0, , ,SP14,12196099.0116,3485525.93488, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271494, , ,GREAT NECK LAKE 4,72, ,, ,0
-76.061225769742919,36.871101770679566,12,0,0,0, , ,SP25,12196248.7823,3485847.5016, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271516, , ,GREAT NECK LAKE 3,72, ,, ,0
-76.062897257805545,36.870640208513038,13,0,0,0, , ,SP51,12195764.2298,3485666.89563, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271535, , ,GREAT NECK LAKE 5,72, ,, ,0
-76.061798308294314,36.859038693216469,14,0,0,0, , ,SP52,12196194.7491,3481452.71769, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271536, , ,GREAT NECK LAKE,72, ,, ,0
-76.058858678426532,36.857080497329171,15,0,0,0, , ,SP13,12197072.8181,3480762.10165, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271492, , ,WOLFSNARE LAKE,72, ,, ,0
-76.057579575378341,36.856999886919191,16,0,0,0, , ,SP13A,12197447.7239,3480742.36976, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271493, , ,WOLFSNARE LAKE,72, ,, ,0
-76.004708330117879,36.853551263773454,17,0,0,0, , ,SP15,12212944.4647,3479891.89575, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271495, , ,LINLIER LAKE,72, ,, ,0
-76.165030543890353,36.839864293591525,18,0,0,0, , ,F37,12166174.7988,3473710.18629, , , , ,0,0,0, ,FLUME, , , ,0,0,0,0,0,1271484, , ,POINT-O-VIEW,72, ,, ,0
-76.165113312863994,36.831963590970439,19,0,0,0, , ,SP05,12166221.6413,3470834.0583, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271534, , ,POINT-O-VIEW LAKE (WITCHDUCK),72, ,, ,0
-76.122035758647471,36.824500239348282,20,0,0,0, , ,SP36,12178893.702,3468432.21037, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271526, , ,SHORELINE LAKE,72, ,, ,0
-76.183267559578525,36.825944162366511,21,0,0,0, , ,SP06,12160963.7874,3468512.21565, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271542, , ,TURTLE LAKE,72, ,, ,0
-76.223813272353837,36.828619158601697,22,0,0,0, , ,SP09,12149076.3216,3469197.20484, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271485, , ,SPARROW RD LAKE,72, ,, ,0
-76.215879831464889,36.814425856055436,23,0,0,0, , ,SP08,12151522.7586,3464087.27135, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271545, , ,LEVEL GREEN POND,72, ,, ,0
-76.211143199126312,36.813145232835339,24,0,0,0, , ,SP07,12152920.0483,3463654.7769, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271544, , ,BANBURY LAKE,72, ,, ,0
-76.158765717353361,36.783550101498491,25,0,0,0, , ,SP23,12168515.9708,3453258.9067, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271512, , ,ROSEMONT FOREST,72, ,, ,0
-76.139781024871027,36.794074104487933,26,0,0,0, , ,SP42,12173978.3774,3457227.72001, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271530, , ,INDIAN LAKES,72, ,, ,0
-76.152866574307396,36.79824163874445,27,0,0,0, , ,D42A,12170110.148,3458649.11664, , , , ,0,0,0, ,DAM, , , ,0,0,0,0,0,1271483, , ,INDIAN LAKES,72, ,, ,0
-76.081474404406407,36.803856288274154,28,0,0,0, , ,SP43,12190954.7945,3461220.19821, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271531, , ,THE LAKES,72, ,, ,0
-76.051049527541934,36.779765398070033,29,0,0,0, , ,SP40,12200087.1746,3452681.51095, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271529, , ,LAKE PLACID,72, ,, ,0
-76.056528510563311,36.772555409831185,30,0,0,0, , ,SP20A,12198550.9629,3450015.85811, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271511, , ,LAKE PLACID 2,72, ,, ,0
-76.057705465282254,36.774840392134379,31,0,0,0,I11,BEA,SP20,12198163.1364,3450831.16376, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271510, , ,LAKE PLACID 1,72, ,,SU1495812158,0
-75.996662803735958,36.767107839416802,32,0,0,0, , ,SP31,12216132.4165,3448492.52481, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271519, , ,RED MILL FARM POND,72, ,, ,0
-75.975041960136565,36.820782541216808,33,0,0,0, , ,SP17,12221940.5455,3468196.20849, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271508, , ,LAKE CHRISTINE,72, ,, ,0
-75.985485817647231,36.831174673058797,34,0,0,0, , ,SP16,12218783.9421,3471897.0538, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271496, , ,VIRGINIA AVE LAKE,72, ,, ,0
-76.143181036830384,36.757337823087312,35,0,0,0, , ,SP24,12173316.8376,3443831.89401, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271513, , ,STUMPY LAKE,72, ,, ,0
-76.121043718536484,36.784990263623378,36,0,0,0, , ,SP44,12179546.5519,3454059.19265, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,768399, , ,SALEM VILLAGES,72, ,, ,0
-76.096798157577112,36.866965318340654,37,0,0,0, , ,SP54,0,0, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1271537, , ,KINGS LAKE,72, ,, ,0
-76.032995200436432,36.891027289581579,38,0,0,0, , ,SP53,0,0, , , , ,0,0,0, ,SPILLW, , , ,0,0,0,0,0,1714672, , ,CUTTY SARK RD,72, ,, ,0
-76.204255739486172,36.82194364191156,39,0,0,0, , ,DF018,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771432, , ,SUNNYSIDE DR,72, ,, ,0
-76.210634263093695,36.810151436307756,40,0,0,0, , ,DF015,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771429, , ,PROVIDENCE RD,72, ,, ,0
-76.208642095339272,36.804785814247928,41,0,0,0, , ,DF016,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771430, , ,LEVEL GREEN BL,72, ,, ,0
-76.206528801446865,36.79934792425518,42,0,0,0, , ,DF017,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771431, , ,DREW DR,72, ,, ,0
-76.176498107125681,36.894260688200205,43,0,0,0, , ,DF037,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771450, , ,BAYSIDE RD,72, ,, ,0
-76.18184887360654,36.859125753726921,44,0,0,0, , ,DF024,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771437, , ,W HASTINGS ARCH,72, ,, ,0
-76.173152619310855,36.811696100822282,45,0,0,0, , ,DF014,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771428, , ,GALE DR,72, ,, ,0
-76.156466245821719,36.894242459651871,46,0,0,0, , ,DF036,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771449, , ,SHELL RD,72, ,, ,0
-76.164303196869383,36.853185582580878,47,0,0,0, , ,DF025,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771438, , ,GRAND LAKE CRES,72, ,, ,0
-76.165910202962621,36.835067774943603,48,0,0,0, , ,DF041,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,772535, , ,OVERHOLT DR,72, ,, ,0
-76.160402280714408,36.78567861103231,49,0,0,0, , ,DF022,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771435, , ,RUGBY RD,72, ,, ,0
-76.137265760940139,36.897324454998532,50,0,0,0, , ,DF038,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,772200, , ,CHURCH POINT PL,72, ,, ,0
-76.139327405296939,36.885805430412127,51,0,0,0, , ,DF031,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771444, , ,LAKEVIEW DR,72, ,, ,0
-76.142511179292683,36.875629808590531,52,0,0,0, , ,DF029,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771442, , ,VINEYARD LA,72, ,, ,0
-76.139584759151148,36.874803280257851,53,0,0,0, , ,DF030,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771443, , ,W FERRY PLANTATION RD,72, ,, ,0
-76.131739959522861,36.861761123105694,54,0,0,0, , ,DF027,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771440, , ,INDEPENDENCE BL,72, ,, ,0
-76.132617229974784,36.853470180979322,55,0,0,0, , ,DF026,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771439, , ,BENNETT LA,72, ,, ,0
-76.1250350195821,36.892371171436139,56,0,0,0, , ,DF034,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771447, , ,WHITETHORNE RD,72, ,, ,0
-76.118054351646421,36.890370224470033,57,0,0,0, , ,DF035,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771448, , ,SWAN LAKE DR,72, ,, ,0
-76.108557715500623,36.837639488461534,58,0,0,0, , ,DF003,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771416, , ,HAPPY ST,72, ,, ,0
-76.083340779275034,36.847574671013163,59,0,0,0, , ,DF009,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771423, , ,LYNNHAVEN RD,72, ,, ,0
-76.080727672639981,36.846165367563017,60,0,0,0, , ,DF008,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771422, , ,"LYNNHAVEN RD, N",72, ,, ,0
-76.076478809331078,36.780057878983044,61,0,0,0, , ,DF002,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771415, , ,GLASTONBURY DR,72, ,, ,0
-76.055349743942429,36.898122229673426,62,0,0,0, , ,DF013,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771427, , ,DUKE OF NORFOLK QUAY,72, ,, ,0
-76.051102745536042,36.881517749506578,63,0,0,0, , ,DF011,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771425, , ,GREAT NECK CIRCLE,72, ,, ,0
-76.046102204336691,36.879587577329204,64,0,0,0, , ,DF012,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771426, , ,MILLWOOD RD,72, ,, ,0
-76.046858600178936,36.860947427974651,65,0,0,0, , ,DF010,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771424, , ,GREAT NECK RD,72, ,, ,0
-76.007193389095676,36.852305408330366,66,0,0,0, , ,DF005,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771419, , ,LINLIER LAKE,72, ,, ,0
-76.008398431438607,36.851172083212894,67,0,0,0, , ,DF006,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771420, , ,FREMAC DR,72, ,, ,0
-75.977774613671357,36.843577902807972,68,0,0,0, , ,DF004,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771417, , ,16TH ST,72, ,, ,0
-76.141593457703436,36.875908845549709,69,0,0,0, , ,DF028,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771441, , ,CAPE COD CIR,72, ,, ,0
-76.140680862799584,36.883600613859024,70,0,0,0, , ,DF032,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771445, , ,LAKEVIEW DR,72, ,, ,0
-76.164489428407563,36.829557142430495,71,0,0,0, , ,DF040,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,772534, , ,OAKENGATE DR,72, ,, ,0
-76.126466621531264,36.865376860617644,72,0,0,0, , ,DF042,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,772678, , ,ST LUKE ST,72, ,, ,0
-76.13602101934984,36.852409414709349,73,0,0,0, , ,DF043,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,775441, , ,INDEPENDENCE BLVD,72, ,, ,0
-76.139230452823327,36.885809244223587,74,0,0,0, , ,DF033,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,771446, , ,BROMFIELD AV,72, ,, ,0
-75.989159404339802,36.874521645800833,75,0,0,0, , ,DF044,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,1721849, , ,BAY COLONY DR,72, ,, ,0
-76.164577027622514,36.855935099161655,76,0,0,0, , ,DF045,0,0, , , , ,0,0,0, ,DF, , , ,0,0,0,0,0,1815827, , ,BAKER RD,72, ,, ,0
-76.192013557184737,36.795012811636475,77,0,0,0, , ,WLJ001,0,0, , , , ,0,0,0, ,WEIR, , , ,0,0,0,0,0,1815274, , ,LAKE JAMES,72, ,, ,0
-76.190986233944301,36.796992834476335,78,0,0,0, , ,WLJ002,0,0, , , , ,0,0,0, ,WEIR, , , ,0,0,0,0,0,1815276, , ,LAKE JAMES,72, ,, ,0
-76.045631480839617,36.879567936178638,79,1,0,22140,I04,LYN,SP056,12200707.095,3489039.67934, , , , ,0,0,0, ,SPILLW, , , ,2.5,0,0,0,0,1887665, ,GPS, ,72, ,,SU1498970000,5
